AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample 
GCA_015074485.1,Homo sapiens (human),Homo sapiens,44.361,2020/10/29 00:00,Academia Sinica,160427,43453508,SAMN14178833
GCA_015121565.1,Homo sapiens (human),Homo sapiens,65.9394,2020/10/29 00:00,Academia Sinica,160327,50462597,SAMN14178749
GCA_015086715.1,Homo sapiens (human),Homo sapiens,60.2463,2020/10/29 00:00,Academia Sinica,160289,42178816,SAMN14178707
GCA_015107175.1,Homo sapiens (human),Homo sapiens,57.9348,2020/10/29 00:00,Academia Sinica,160233,32560710,SAMN14178727
GCA_015074565.1,Homo sapiens (human),Homo sapiens,44.361,2020/10/29 00:00,Academia Sinica,160206,43456097,SAMN14178833
GCA_015102535.1,Homo sapiens (human),Homo sapiens,54.5061,2020/10/29 00:00,Academia Sinica,160202,37338793,SAMN14178720
GCA_015121525.1,Homo sapiens (human),Homo sapiens,65.9394,2020/10/29 00:00,Academia Sinica,159990,50496515,SAMN14178749
GCA_015120705.1,Homo sapiens (human),Homo sapiens,63.4063,2020/10/29 00:00,Academia Sinica,159971,36052114,SAMN14178744
GCA_015120605.1,Homo sapiens (human),Homo sapiens,58.3798,2020/10/29 00:00,Academia Sinica,159936,34931467,SAMN14178745
GCA_015120635.1,Homo sapiens (human),Homo sapiens,63.4063,2020/10/29 00:00,Academia Sinica,159897,36063915,SAMN14178744
GCA_015109095.1,Homo sapiens (human),Homo sapiens,57.9348,2020/10/29 00:00,Academia Sinica,159884,32548592,SAMN14178727
GCA_015120665.1,Homo sapiens (human),Homo sapiens,58.3798,2020/10/29 00:00,Academia Sinica,159858,34999242,SAMN14178745
GCA_015147135.1,Homo sapiens (human),Homo sapiens,50.8309,2020/10/30 00:00,"University of California, San Francisco",159848,40612238,SAMN14253735
GCA_015147685.1,Homo sapiens (human),Homo sapiens,50.8309,2020/10/30 00:00,"University of California, San Francisco",159768,40589879,SAMN14253735
GCA_015101755.1,Homo sapiens (human),Homo sapiens,66.4322,2020/10/29 00:00,Academia Sinica,159742,37367567,SAMN14178718
GCA_015146515.1,Homo sapiens (human),Homo sapiens,52.9,2020/10/30 00:00,"University of California, San Francisco",159389,29122025,SAMN01090994
GCA_015101675.1,Homo sapiens (human),Homo sapiens,56.9496,2020/10/29 00:00,Academia Sinica,159363,39538459,SAMN14178719
GCA_015101655.1,Homo sapiens (human),Homo sapiens,56.9496,2020/10/29 00:00,Academia Sinica,159338,39528123,SAMN14178719
GCA_015101705.1,Homo sapiens (human),Homo sapiens,66.4322,2020/10/29 00:00,Academia Sinica,159217,37358972,SAMN14178718
GCA_015093335.1,Homo sapiens (human),Homo sapiens,58.2657,2020/10/29 00:00,Academia Sinica,159164,40392898,SAMN14178709
GCA_015081335.1,Homo sapiens (human),Homo sapiens,56.5511,2020/10/29 00:00,Academia Sinica,159145,39658966,SAMN14178704
GCA_015146315.1,Homo sapiens (human),Homo sapiens,52.9,2020/10/30 00:00,"University of California, San Francisco",159090,31156039,SAMN01090994
GCA_015089695.1,Homo sapiens (human),Homo sapiens,58.2657,2020/10/29 00:00,Academia Sinica,159076,43897344,SAMN14178709
GCA_015076165.1,Homo sapiens (human),Homo sapiens,73.0167,2020/10/29 00:00,Academia Sinica,159020,37047859,SAMN14178697
GCA_015076135.1,Homo sapiens (human),Homo sapiens,73.0167,2020/10/29 00:00,Academia Sinica,158802,37043409,SAMN14178697
GCA_015121645.1,Homo sapiens (human),Homo sapiens,50.2383,2020/10/29 00:00,Academia Sinica,158666,55819703,SAMN14178750
GCA_015121625.1,Homo sapiens (human),Homo sapiens,50.2383,2020/10/29 00:00,Academia Sinica,158657,55818604,SAMN14178750
GCA_015081215.1,Homo sapiens (human),Homo sapiens,56.5511,2020/10/29 00:00,Academia Sinica,158512,39649392,SAMN14178704
GCA_015126875.1,Homo sapiens (human),Homo sapiens,55.935,2020/10/29 00:00,Academia Sinica,158371,49894688,SAMN14178773
GCA_015126915.1,Homo sapiens (human),Homo sapiens,55.935,2020/10/29 00:00,Academia Sinica,158266,49871532,SAMN14178773
GCA_015146475.1,Homo sapiens (human),Homo sapiens,55.2383,2020/10/30 00:00,"University of California, San Francisco",157921,22194602,SAMN01090993
GCA_015098195.1,Homo sapiens (human),Homo sapiens,58.6131,2020/10/29 00:00,Academia Sinica,157800,43410930,SAMN14178714
GCA_015146195.1,Homo sapiens (human),Homo sapiens,55.2383,2020/10/30 00:00,"University of California, San Francisco",157695,22188534,SAMN01090993
GCA_015075045.1,Homo sapiens (human),Homo sapiens,58.218,2020/10/29 00:00,Academia Sinica,157694,42036344,SAMN14178688
GCA_015110585.1,Homo sapiens (human),Homo sapiens,55.4574,2020/10/29 00:00,Academia Sinica,157684,31805117,SAMN14178731
GCA_015076085.1,Homo sapiens (human),Homo sapiens,52.8001,2020/10/29 00:00,Academia Sinica,157538,39751565,SAMN14178696
GCA_015098235.1,Homo sapiens (human),Homo sapiens,58.6131,2020/10/29 00:00,Academia Sinica,157519,43410033,SAMN14178714
GCA_015147405.1,Homo sapiens (human),Homo sapiens,46.8769,2020/10/30 00:00,"University of California, San Francisco",157505,39595181,SAMN14253723
GCA_015159295.1,Homo sapiens (human),Homo sapiens,46.7933,2020/10/30 00:00,Academia Sinica,157471,44992803,SAMN14178828
GCA_015110535.1,Homo sapiens (human),Homo sapiens,55.4574,2020/10/29 00:00,Academia Sinica,157464,31799652,SAMN14178731
GCA_015121975.1,Homo sapiens (human),Homo sapiens,59.2772,2020/10/29 00:00,Academia Sinica,157460,56679351,SAMN14178758
GCA_015122005.1,Homo sapiens (human),Homo sapiens,59.2772,2020/10/29 00:00,Academia Sinica,157414,56667104,SAMN14178758
GCA_015075845.1,Homo sapiens (human),Homo sapiens,58.218,2020/10/29 00:00,Academia Sinica,157396,42051459,SAMN14178688
GCA_015147025.1,Homo sapiens (human),Homo sapiens,46.8769,2020/10/30 00:00,"University of California, San Francisco",157345,38239557,SAMN14253723
GCA_015159315.1,Homo sapiens (human),Homo sapiens,46.7933,2020/10/30 00:00,Academia Sinica,157287,45014312,SAMN14178828
GCA_015145955.1,Homo sapiens (human),Homo sapiens,55.2838,2020/10/30 00:00,"University of California, San Francisco",157283,29498572,SAMN00779963
GCA_015125915.1,Homo sapiens (human),Homo sapiens,51.6897,2020/10/29 00:00,Academia Sinica,157261,55314708,SAMN14178769
GCA_015145775.1,Homo sapiens (human),Homo sapiens,55.2838,2020/10/30 00:00,"University of California, San Francisco",157198,28920439,SAMN00779963
GCA_015076205.1,Homo sapiens (human),Homo sapiens,52.8001,2020/10/29 00:00,Academia Sinica,157115,39749222,SAMN14178696
GCA_015125955.1,Homo sapiens (human),Homo sapiens,51.6897,2020/10/29 00:00,Academia Sinica,157078,55300105,SAMN14178769
GCA_015107275.1,Homo sapiens (human),Homo sapiens,55.6937,2020/10/29 00:00,Academia Sinica,157040,39341556,SAMN14178726
GCA_015100115.1,Homo sapiens (human),Homo sapiens,56.4418,2020/10/29 00:00,Academia Sinica,156944,46029718,SAMN14178716
GCA_015107195.1,Homo sapiens (human),Homo sapiens,55.6937,2020/10/29 00:00,Academia Sinica,156808,39341185,SAMN14178726
GCA_015147725.1,Homo sapiens (human),Homo sapiens,51.3207,2020/10/30 00:00,"University of California, San Francisco",156783,38456168,SAMN14253745
GCA_015095795.1,Homo sapiens (human),Homo sapiens,45.5712,2020/10/29 00:00,Academia Sinica,156781,40959256,SAMN14178713
GCA_015095755.1,Homo sapiens (human),Homo sapiens,45.5712,2020/10/29 00:00,Academia Sinica,156734,40977749,SAMN14178713
GCA_015147465.1,Homo sapiens (human),Homo sapiens,51.3207,2020/10/30 00:00,"University of California, San Francisco",156529,38463331,SAMN14253745
GCA_015100055.1,Homo sapiens (human),Homo sapiens,56.4418,2020/10/29 00:00,Academia Sinica,156481,46022845,SAMN14178716
GCA_015102375.1,Homo sapiens (human),Homo sapiens,52.8235,2020/10/29 00:00,Academia Sinica,156347,44517797,SAMN14178721
GCA_015147765.1,Homo sapiens (human),Homo sapiens,53.9937,2020/10/30 00:00,"University of California, San Francisco",156313,34536584,SAMN14253742
GCA_015102455.1,Homo sapiens (human),Homo sapiens,52.8235,2020/10/29 00:00,Academia Sinica,156312,44499507,SAMN14178721
GCA_015076225.1,Homo sapiens (human),Homo sapiens,58.656,2020/10/29 00:00,Academia Sinica,156256,38580452,SAMN14178700
GCA_015078955.1,Homo sapiens (human),Homo sapiens,58.656,2020/10/29 00:00,Academia Sinica,156190,38579420,SAMN14178700
GCA_015147525.1,Homo sapiens (human),Homo sapiens,53.9937,2020/10/30 00:00,"University of California, San Francisco",156178,34536369,SAMN14253742
GCA_015149995.1,Homo sapiens (human),Homo sapiens,49.5808,2020/10/30 00:00,"University of California, San Francisco",156116,31286975,SAMN14253794
GCA_015112335.1,Homo sapiens (human),Homo sapiens,38.3196,2020/10/29 00:00,Academia Sinica,156076,32754590,SAMN14178733
GCA_015112975.1,Homo sapiens (human),Homo sapiens,38.3196,2020/10/29 00:00,Academia Sinica,156051,32762173,SAMN14178733
GCA_015146555.1,Homo sapiens (human),Homo sapiens,48.6062,2020/10/30 00:00,"University of California, San Francisco",155971,31226146,SAMN01090941
GCA_902460195.1,Mustela putorius (European polecat),Mustela putorius,77,2019/08/28 00:00,EI,155906,255131,SAMEA5818864
GCA_902460225.1,Mustela putorius (European polecat),Mustela putorius,77,2019/08/28 00:00,EI,155906,623563,SAMEA5818864
GCA_902460235.1,Mustela putorius (European polecat),Mustela putorius,107,2019/08/28 00:00,EI,155906,4532255,SAMEA5818864
GCA_015150795.1,Homo sapiens (human),Homo sapiens,49.5808,2020/10/30 00:00,"University of California, San Francisco",155781,31329054,SAMN14253794
GCA_015075905.1,Homo sapiens (human),Homo sapiens,52.0605,2020/10/29 00:00,Academia Sinica,155655,48571026,SAMN14178691
GCA_015146295.1,Homo sapiens (human),Homo sapiens,48.6062,2020/10/30 00:00,"University of California, San Francisco",155620,31229057,SAMN01090941
GCA_015086755.1,Homo sapiens (human),Homo sapiens,55.6983,2020/10/29 00:00,Academia Sinica,155575,45717883,SAMN14178705
GCA_015143235.1,Homo sapiens (human),Homo sapiens,52.0605,2020/10/30 00:00,Academia Sinica,155572,48577817,SAMN14178691
GCA_015086825.1,Homo sapiens (human),Homo sapiens,55.6983,2020/10/29 00:00,Academia Sinica,155408,45701333,SAMN14178705
GCA_015145915.1,Homo sapiens (human),Homo sapiens,56.6204,2020/10/30 00:00,"University of California, San Francisco",155314,34235992,SAMN00797025
GCA_002754865.1,Callithrix jacchus (white-tufted-ear marmoset),Callithrix jacchus,60,2017/11/06 00:00,Broad Institute,155284,129239660,SAMN07586072
GCA_015146175.1,Homo sapiens (human),Homo sapiens,56.6204,2020/10/30 00:00,"University of California, San Francisco",155028,34224404,SAMN00797025
GCA_015081235.1,Homo sapiens (human),Homo sapiens,66.9624,2020/10/29 00:00,Academia Sinica,155025,45642788,SAMN14178703
GCA_015164135.1,Homo sapiens (human),Homo sapiens,55.3831,2020/10/30 00:00,Academia Sinica,154961,20693411,SAMN14178816
GCA_015156355.1,Homo sapiens (human),Homo sapiens,55.3831,2020/10/30 00:00,Academia Sinica,154824,20686539,SAMN14178816
GCA_015078775.1,Homo sapiens (human),Homo sapiens,66.9624,2020/10/29 00:00,Academia Sinica,154794,45659111,SAMN14178703
GCA_015146785.1,Homo sapiens (human),Homo sapiens,50.4973,2020/10/30 00:00,"University of California, San Francisco",154674,29428029,SAMN14253734
GCA_015147185.1,Homo sapiens (human),Homo sapiens,50.4973,2020/10/30 00:00,"University of California, San Francisco",154605,29429359,SAMN14253734
GCA_015146965.1,Homo sapiens (human),Homo sapiens,45.0102,2020/10/30 00:00,"University of California, San Francisco",154185,33222358,SAMN14253727
GCA_015147345.1,Homo sapiens (human),Homo sapiens,45.0102,2020/10/30 00:00,"University of California, San Francisco",153997,38195577,SAMN14253727
GCA_015147905.1,Homo sapiens (human),Homo sapiens,50.1903,2020/10/30 00:00,"University of California, San Francisco",153894,39704697,SAMN14253736
GCA_015074705.1,Homo sapiens (human),Homo sapiens,65.1059,2020/10/29 00:00,Academia Sinica,153813,44253185,SAMN14178684
GCA_015147325.1,Homo sapiens (human),Homo sapiens,45.0986,2020/10/30 00:00,"University of California, San Francisco",153786,46442154,SAMN14253725
GCA_015074715.1,Homo sapiens (human),Homo sapiens,65.1059,2020/10/29 00:00,Academia Sinica,153782,44247146,SAMN14178684
GCA_015158435.1,Homo sapiens (human),Homo sapiens,47.6325,2020/10/30 00:00,Academia Sinica,153735,44232318,SAMN14178823
GCA_015158395.1,Homo sapiens (human),Homo sapiens,47.6325,2020/10/30 00:00,Academia Sinica,153631,44185186,SAMN14178823
GCA_015075825.1,Homo sapiens (human),Homo sapiens,56.6069,2020/10/29 00:00,Academia Sinica,153629,39695717,SAMN14178690
GCA_015147645.1,Homo sapiens (human),Homo sapiens,50.1903,2020/10/30 00:00,"University of California, San Francisco",153571,39701805,SAMN14253736
GCA_015075875.1,Homo sapiens (human),Homo sapiens,56.6069,2020/10/29 00:00,Academia Sinica,153498,39708170,SAMN14178690
GCA_015121745.1,Homo sapiens (human),Homo sapiens,79.1465,2020/10/29 00:00,Academia Sinica,153489,59084447,SAMN14178752
GCA_015147045.1,Homo sapiens (human),Homo sapiens,45.0986,2020/10/30 00:00,"University of California, San Francisco",153429,46456364,SAMN14253725
GCA_015150055.1,Homo sapiens (human),Homo sapiens,50.9113,2020/10/30 00:00,"University of California, San Francisco",153419,33469301,SAMN14253790
GCA_015121695.1,Homo sapiens (human),Homo sapiens,79.1465,2020/10/29 00:00,Academia Sinica,153407,59066358,SAMN14178752
GCA_015119075.1,Homo sapiens (human),Homo sapiens,51.1365,2020/10/29 00:00,Academia Sinica,153376,44262501,SAMN14178738
GCA_015150875.1,Homo sapiens (human),Homo sapiens,50.9113,2020/10/30 00:00,"University of California, San Francisco",153369,33478558,SAMN14253790
GCA_015078815.1,Homo sapiens (human),Homo sapiens,59.9334,2020/10/29 00:00,Academia Sinica,153334,39722790,SAMN14178702
GCA_015119155.1,Homo sapiens (human),Homo sapiens,51.1365,2020/10/29 00:00,Academia Sinica,153160,44263232,SAMN14178738
GCA_015074985.1,Homo sapiens (human),Homo sapiens,57.007,2020/10/29 00:00,Academia Sinica,153134,31052658,SAMN14178685
GCA_015078835.1,Homo sapiens (human),Homo sapiens,59.9334,2020/10/29 00:00,Academia Sinica,153128,39719930,SAMN14178702
GCA_015119895.1,Homo sapiens (human),Homo sapiens,56.1376,2020/10/29 00:00,Academia Sinica,153112,44617614,SAMN14178741
GCA_015074765.1,Homo sapiens (human),Homo sapiens,57.007,2020/10/29 00:00,Academia Sinica,153047,31061124,SAMN14178685
GCA_015119865.1,Homo sapiens (human),Homo sapiens,56.1376,2020/10/29 00:00,Academia Sinica,153035,44628372,SAMN14178741
GCA_015076105.1,Homo sapiens (human),Homo sapiens,65.3821,2020/10/29 00:00,Academia Sinica,153008,44800067,SAMN14178698
GCA_015147925.1,Homo sapiens (human),Homo sapiens,50.1955,2020/10/30 00:00,"University of California, San Francisco",152901,33910242,SAMN14253733
GCA_015076125.1,Homo sapiens (human),Homo sapiens,65.3821,2020/10/29 00:00,Academia Sinica,152872,44794683,SAMN14178698
GCA_015075925.1,Homo sapiens (human),Homo sapiens,47.5669,2020/10/29 00:00,Academia Sinica,152868,45525811,SAMN14178692
GCA_015146765.1,Homo sapiens (human),Homo sapiens,50.1955,2020/10/30 00:00,"University of California, San Francisco",152553,33914930,SAMN14253733
GCA_015147785.1,Homo sapiens (human),Homo sapiens,51.2504,2020/10/30 00:00,"University of California, San Francisco",152522,36315137,SAMN14253743
GCA_015075985.1,Homo sapiens (human),Homo sapiens,47.5669,2020/10/29 00:00,Academia Sinica,152479,45077929,SAMN14178692
GCA_015147445.1,Homo sapiens (human),Homo sapiens,51.2504,2020/10/30 00:00,"University of California, San Francisco",152354,38610402,SAMN14253743
GCA_015147865.1,Homo sapiens (human),Homo sapiens,50.1071,2020/10/30 00:00,"University of California, San Francisco",152281,34634750,SAMN14253737
GCA_015147625.1,Homo sapiens (human),Homo sapiens,50.1071,2020/10/30 00:00,"University of California, San Francisco",152256,34627648,SAMN14253737
GCA_015145165.1,Homo sapiens (human),Homo sapiens,53.1412,2020/10/30 00:00,"University of California, San Francisco",151382,41029320,SAMN00007822
GCA_015145505.1,Homo sapiens (human),Homo sapiens,53.1412,2020/10/30 00:00,"University of California, San Francisco",151291,42195905,SAMN00007822
GCA_015156315.1,Homo sapiens (human),Homo sapiens,70.8432,2020/10/30 00:00,Academia Sinica,151078,39562824,SAMN14178817
GCA_015157105.1,Homo sapiens (human),Homo sapiens,70.8432,2020/10/30 00:00,Academia Sinica,151049,39516929,SAMN14178817
GCA_015147845.1,Homo sapiens (human),Homo sapiens,51.624,2020/10/30 00:00,"University of California, San Francisco",151023,30128905,SAMN14253739
GCA_015147545.1,Homo sapiens (human),Homo sapiens,51.624,2020/10/30 00:00,"University of California, San Francisco",150993,30130853,SAMN14253739
GCA_015147385.1,Homo sapiens (human),Homo sapiens,44.5916,2020/10/30 00:00,"University of California, San Francisco",150849,30545486,SAMN14253724
GCA_015147005.1,Homo sapiens (human),Homo sapiens,44.5916,2020/10/30 00:00,"University of California, San Francisco",150763,33690870,SAMN14253724
GCA_015076185.1,Homo sapiens (human),Homo sapiens,58.2254,2020/10/29 00:00,Academia Sinica,150443,37985945,SAMN14178699
GCA_015125395.1,Homo sapiens (human),Homo sapiens,51.5768,2020/10/29 00:00,Academia Sinica,150413,46081011,SAMN14178768
GCA_015089495.1,Homo sapiens (human),Homo sapiens,42.1856,2020/10/29 00:00,Academia Sinica,150263,28382888,SAMN14178708
