#Organism Name,Organism Groups,Strain,BioSample,BioProject,AssemblyAccession,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,ReleaseOrder,Year,GenBank FTP,RefSeq FTP
Acipenser ruthenus,Osteichthyes,Gen_M01,SAMN12612932,PRJNA635364,GCA_010645085.1, Chromosome,1830.5,39.7582,chromosome 1:CM021251.1; chromosome 2:CM021252.1; chromosome 3:CM021253.1; chromosome 4:CM021254.1; chromosome 5:CM021255.1; chromosome 6:CM021256.1; chromosome 7:CM021257.1; chromosome 8:CM021258.1; chromosome 9:CM021259.1; chromosome 10:CM021260.1; chromosome 11:CM021261.1; chromosome 12:CM021262.1; chromosome 13:CM021263.1; chromosome 14:CM021264.1; chromosome 15:CM021265.1; chromosome 16:CM021266.1; chromosome 17:CM021267.1; chromosome 18:CM021268.1; chromosome 19:CM021269.1; chromosome 20:CM021270.1; chromosome 21:CM021271.1; chromosome 22:CM021272.1; chromosome 23:NC_048345.1/CM021273.1; chromosome 24:NC_048346.1/CM021274.1; chromosome 25:NC_048347.1/CM021275.1; chromosome 26:NC_048348.1/CM021276.1; chromosome 27:NC_048349.1/CM021277.1; chromosome 28:NC_048350.1/CM021278.1; chromosome 29:NC_048351.1/CM021279.1; chromosome 30:NC_048352.1/CM021280.1; chromosome 31:NC_048353.1/CM021281.1; chromosome 32:NC_048354.1/CM021282.1; chromosome 33:NC_048355.1/CM021283.1; chromosome 34:NC_048356.1/CM021284.1; chromosome 35:NC_048357.1/CM021285.1; chromosome 36:NC_048358.1/CM021286.1; chromosome 37:NC_048359.1/CM021287.1; chromosome 38:NC_048360.1/CM021288.1; chromosome 39:NC_048361.1/CM021289.1; chromosome 40:NC_048362.1/CM021290.1; chromosome 41:NC_048363.1/CM021291.1; chromosome 42:NC_048364.1/CM021292.1; chromosome 43:NC_048365.1/CM021293.1; chromosome 44:NC_048366.1/CM021294.1; chromosome 45:NC_048367.1/CM021295.1; chromosome 46:NC_048368.1/CM021296.1; chromosome 47:NC_048369.1/CM021297.1; chromosome 48:NC_048370.1/CM021298.1; chromosome 49:NC_048371.1/CM021299.1; chromosome 50:NC_048372.1/CM021300.1; chromosome 51:NC_048373.1/CM021301.1; chromosome 52:NC_048374.1/CM021302.1; chromosome 53:NC_048375.1/CM021303.1; chromosome 54:NC_048376.1/CM021304.1; chromosome 55:NC_048377.1/CM021305.1; chromosome 56:NC_048378.1/CM021306.1; chromosome 57:NC_048379.1/CM021307.1; chromosome 58:NC_048380.1/CM021308.1; chromosome 59:NC_048381.1/CM021309.1; chromosome 60:NC_048382.1/CM021310.1; mitochondrion MT:NC_022453.1/,VTUV01,3404,25076,2/14/2020,1765,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/645/085/GCA_010645085.1_ASM1064508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/645/085/GCF_010645085.1_ASM1064508v1
Myodes glareolus,Mammalia,,SAMEA5971946,PRJEB34572,GCA_902806735.1,Scaffold,2323.04,42,,CADCXP01,635,0,2/20/2020,1766,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/735/GCA_902806735.1_Bank_vole1_10x,
Myodes glareolus,Mammalia,,SAMEA5971950,PRJEB34572,GCA_902806745.1,Scaffold,2280.52,42,,CADCXQ01,923,0,2/20/2020,1767,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/745/GCA_902806745.1_Bank_vole2_10x,
Poeciliopsis occidentalis,Osteichthyes,AV76-7,SAMN11418710,PRJNA532900,GCA_010883035.1,Scaffold,724.24,38.5,,SZYC01,15101,0,2/20/2020,1768,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/883/035/GCA_010883035.1_ASM1088303v1,
Protosalanx chinensis,Osteichthyes,HBGT01,SAMN14001151,PRJNA604876,GCA_010882115.1,Scaffold,466.694,45,,JAAIVE01,1775,0,2/20/2020,1769,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/882/115/GCA_010882115.1_ASM1088211v1,
Gadus morhua,Osteichthyes,KGT-2019,SAMN13876601,PRJNA601905,GCA_010882105.1, Chromosome,684.285,45.6812,linkage group LG1:CM021418.1; linkage group LG2:CM021429.1; linkage group LG3:CM021434.1; linkage group LG4:CM021435.1; linkage group LG5:CM021436.1; linkage group LG6:CM021437.1; linkage group LG7:CM021438.1; linkage group LG8:CM021439.1; linkage group LG9:CM021440.1; linkage group LG10:CM021419.1; linkage group LG11:CM021420.1; linkage group LG12:CM021421.1; linkage group LG13:CM021422.1; linkage group LG14:CM021423.1; linkage group LG15:CM021424.1; linkage group LG16:CM021425.1; linkage group LG17:CM021426.1; linkage group LG18:CM021427.1; linkage group LG19:CM021428.1; linkage group LG20:CM021430.1; linkage group LG21:CM021431.1; linkage group LG22:CM021432.1; linkage group LG23:CM021433.1; mitochondrion MT:CM021417.1,JAACWV01,1127,0,2/20/2020,1770,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/882/105/GCA_010882105.1_gadMor_Celtic,
Epinephelus fuscoguttatus,Osteichthyes,,SAMD00201013,PRJDB9224,GCA_011397635.1, Chromosome,1047,41.3312,chromosome LG1:AP022675.1; chromosome LG2:AP022676.1; chromosome LG3:AP022677.1; chromosome LG4:AP022678.1; chromosome LG5:AP022679.1; chromosome LG6:AP022680.1; chromosome LG7:AP022681.1; chromosome LG8:AP022682.1; chromosome LG9:AP022683.1; chromosome LG10:AP022684.1; chromosome LG11:AP022685.1; chromosome LG12:AP022686.1; chromosome LG13:AP022687.1; chromosome LG14:AP022688.1; chromosome LG15:AP022689.1; chromosome LG16:AP022690.1; chromosome LG17:AP022691.1; chromosome LG18:AP022692.1; chromosome LG19:AP022693.1; chromosome LG20:AP022694.1; chromosome LG21:AP022695.1; chromosome LG22:AP022696.1; chromosome LG23:AP022697.1; chromosome LG24:AP022698.1,,25,0,2/20/2020,1771,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/397/635/GCA_011397635.1_E.fuscoguttatus.final_Chr_v1,
Plectropomus leopardus,Osteichthyes,,SAMD00199277,PRJDB9154,GCA_011397275.1, Chromosome,787.6,39.5722,chromosome 1:AP022700.1; chromosome 2:AP022701.1; chromosome 3:AP022702.1; chromosome 4:AP022703.1; chromosome 5:AP022704.1; chromosome 6:AP022705.1; chromosome 7:AP022706.1; chromosome 8:AP022707.1; chromosome 9:AP022708.1; chromosome 10:AP022709.1; chromosome 11:AP022710.1; chromosome 12:AP022711.1; chromosome 13:AP022712.1; chromosome 14:AP022713.1; chromosome 15:AP022714.1; chromosome 16:AP022715.1; chromosome 17:AP022716.1; chromosome 18:AP022717.1; chromosome 19:AP022718.1; chromosome 20:AP022719.1; chromosome 21:AP022720.1; chromosome 22:AP022721.1; chromosome 23:AP022722.1; chromosome 24:AP022723.1,,110,0,2/20/2020,1772,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/397/275/GCA_011397275.1_Pleo_1.0,
Balearica regulorum gibbericeps,Aves,bBalReg1,SAMN12615749,PRJNA561891,GCA_011004865.1,Scaffold,1042.36,42.4,,JAAIYD01,971,0,2/24/2020,1773,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/865/GCA_011004865.1_bBalReg1.alt,
Heteronetta atricapilla,Aves,SHBP4307,SAMN13257443,PRJNA588796,GCA_011075105.1, Chromosome,1151.88,42.164,chromosome 1:CM021731.1; chromosome 2:CM021732.1; chromosome 3:CM021733.1; chromosome 4:CM021734.1; chromosome 5:CM021735.1; chromosome 6:CM021736.1; chromosome 7:CM021737.1; chromosome 8:CM021738.1; chromosome 9:CM021739.1; chromosome 10:CM021740.1; chromosome 11:CM021741.1; chromosome 12:CM021742.1; chromosome 13:CM021743.1; chromosome 14:CM021744.1; chromosome 15:CM021745.1; chromosome 16:CM021746.1; chromosome 17:CM021747.1; chromosome 18:CM021748.1; chromosome 19:CM021749.1; chromosome 20:CM021750.1; chromosome 21:CM021751.1; chromosome 22:CM021752.1; chromosome 23:CM021753.1; chromosome 24:CM021754.1; chromosome 25:CM021755.1; chromosome 26:CM021756.1; chromosome 27:CM021757.1; chromosome 28:CM021758.1; chromosome 30:CM021759.1; chromosome 31:CM021760.1; chromosome 32:CM021761.1; chromosome 33:CM021762.1; chromosome W:CM021764.1; chromosome Z:CM021763.1; mitochondrion MT:CM021836.1,JAACYQ01,8676,0,2/24/2020,1774,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/075/105/GCA_011075105.1_BPBGC_Hatr_1.0,
Nettapus auritus,Aves,SHBP007,SAMN13257464,PRJNA588796,GCA_011076525.1, Chromosome,1134.55,41.799,chromosome 1:CM021765.1; chromosome 2:CM021766.1; chromosome 3:CM021767.1; chromosome 4:CM021768.1; chromosome 5:CM021769.1; chromosome 6:CM021770.1; chromosome 7:CM021771.1; chromosome 8:CM021772.1; chromosome 9:CM021773.1; chromosome 10:CM021774.1; chromosome 11:CM021775.1; chromosome 12:CM021776.1; chromosome 13:CM021777.1; chromosome 14:CM021778.1; chromosome 15:CM021779.1; chromosome 16:CM021780.1; chromosome 17:CM021781.1; chromosome 18:CM021782.1; chromosome 19:CM021783.1; chromosome 20:CM021784.1; chromosome 21:CM021785.1; chromosome 22:CM021786.1; chromosome 23:CM021787.1; chromosome 24:CM021788.1; chromosome 25:CM021789.1; chromosome 26:CM021790.1; chromosome 27:CM021791.1; chromosome 28:CM021792.1; chromosome 30:CM021793.1; chromosome 31:CM021794.1; chromosome 32:CM021795.1; chromosome 33:CM021796.1; chromosome W:CM021798.1; chromosome Z:CM021797.1; mitochondrion MT:CM021833.1,JAACYP01,8934,0,2/24/2020,1775,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/076/525/GCA_011076525.1_BPBGC_Naur_1.0,
Stictonetta naevosa,Aves,SHBPF4130,SAMN13257911,PRJNA588796,GCA_011074415.1, Chromosome,1132.7,41.7474,chromosome 1:CM021697.1; chromosome 2:CM021698.1; chromosome 3:CM021699.1; chromosome 4:CM021700.1; chromosome 5:CM021701.1; chromosome 6:CM021702.1; chromosome 7:CM021703.1; chromosome 8:CM021704.1; chromosome 9:CM021705.1; chromosome 10:CM021706.1; chromosome 11:CM021707.1; chromosome 12:CM021708.1; chromosome 13:CM021709.1; chromosome 14:CM021710.1; chromosome 15:CM021711.1; chromosome 16:CM021712.1; chromosome 17:CM021713.1; chromosome 18:CM021714.1; chromosome 19:CM021715.1; chromosome 20:CM021716.1; chromosome 21:CM021717.1; chromosome 22:CM021718.1; chromosome 23:CM021719.1; chromosome 24:CM021720.1; chromosome 25:CM021721.1; chromosome 26:CM021722.1; chromosome 27:CM021723.1; chromosome 28:CM021724.1; chromosome 30:CM021725.1; chromosome 31:CM021726.1; chromosome 32:CM021727.1; chromosome 33:CM021728.1; chromosome W:CM021730.1; chromosome Z:CM021729.1; mitochondrion MT:CM021835.1,JAACYO01,8736,0,2/24/2020,1776,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/074/415/GCA_011074415.1_BPBGC_Snae_1.0,
Balearica regulorum gibbericeps,Aves,bBalReg1,SAMN12615749,PRJNA561890,GCA_011004875.1, Chromosome,1221.05,42.4069,chromosome 1:CM021618.1; chromosome 2:CM021619.1; chromosome 3:CM021620.1; chromosome 4:CM021621.1; chromosome 5:CM021622.1; chromosome 6:CM021623.1; chromosome 7:CM021624.1; chromosome 8:CM021625.1; chromosome 9:CM021626.1; chromosome 10:CM021627.1; chromosome 11:CM021628.1; chromosome 12:CM021629.1; chromosome 13:CM021630.1; chromosome 14:CM021631.1; chromosome 15:CM021632.1; chromosome 16:CM021633.1; chromosome 17:CM021634.1; chromosome 18:CM021635.1; chromosome 19:CM021636.1; chromosome 20:CM021637.1; chromosome 21:CM021638.1; chromosome 22:CM021639.1; chromosome 23:CM021640.1; chromosome 24:CM021641.1; chromosome 25:CM021642.1; chromosome 26:CM021643.1; chromosome 27:CM021644.1; chromosome 28:CM021645.1; chromosome 29:CM021646.1; chromosome 30:CM021647.1; chromosome 31:CM021648.1; chromosome 32:CM021649.1; chromosome 33:CM021650.1; chromosome 34:CM021651.1; chromosome 35:CM021652.1; chromosome W:CM021654.1; chromosome Z:CM021653.1; mitochondrion MT:CM021656.1,JAAIYC01,105,0,2/24/2020,1777,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/875/GCA_011004875.1_bBalReg1.pri,
Oxyura jamaicensis,Aves,SHBP4307,SAMN13257492,PRJNA641662,GCA_011077185.1, Chromosome,1147.59,42.0361,chromosome 1:NC_048893.1/CM021799.1; chromosome 2:NC_048894.1/CM021800.1; chromosome 3:NC_048895.1/CM021801.1; chromosome 4:NC_048896.1/CM021802.1; chromosome 5:NC_048897.1/CM021803.1; chromosome 6:NC_048898.1/CM021804.1; chromosome 7:NC_048899.1/CM021805.1; chromosome 8:NC_048900.1/CM021806.1; chromosome 9:NC_048901.1/CM021807.1; chromosome 10:NC_048902.1/CM021808.1; chromosome 11:NC_048903.1/CM021809.1; chromosome 12:NC_048904.1/CM021810.1; chromosome 13:NC_048905.1/CM021811.1; chromosome 14:NC_048906.1/CM021812.1; chromosome 15:NC_048907.1/CM021813.1; chromosome 16:NC_048908.1/CM021814.1; chromosome 17:NC_048909.1/CM021815.1; chromosome 18:NC_048910.1/CM021816.1; chromosome 19:NC_048911.1/CM021817.1; chromosome 20:NC_048912.1/CM021818.1; chromosome 21:NC_048913.1/CM021819.1; chromosome 22:NC_048914.1/CM021820.1; chromosome 23:NC_048915.1/CM021821.1; chromosome 24:NC_048916.1/CM021822.1; chromosome 25:NC_048917.1/CM021823.1; chromosome 26:NC_048918.1/CM021824.1; chromosome 27:NC_048919.1/CM021825.1; chromosome 28:NC_048920.1/CM021826.1; chromosome 30:NC_048921.1/CM021827.1; chromosome 31:NC_048922.1/CM021828.1; chromosome 32:NC_048923.1/CM021829.1; chromosome 33:NC_048924.1/CM021830.1; chromosome W:NC_048925.1/CM021832.1; chromosome Z:NC_048926.1/CM021831.1; mitochondrion MT:CM021834.1,JAACYN01,9642,39795,2/24/2020,1778,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/077/185/GCA_011077185.1_BPBGC_Ojam_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/077/185/GCF_011077185.1_BPBGC_Ojam_1.0
Esox lucius,Osteichthyes,fEsoLuc1,SAMN12623624,PRJNA561978,GCA_011004835.1,Scaffold,622.571,42.3,,JAAIYS01,3813,0,2/24/2020,1779,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/835/GCA_011004835.1_fEsoLuc1.alt,
Esox lucius,Osteichthyes,fEsoLuc1,SAMN12623624,PRJNA629749,GCA_011004845.1, Chromosome,918.749,42.2288,chromosome 1:NC_047569.1/CM021593.1; chromosome 2:NC_047570.1/CM021594.1; chromosome 3:NC_047571.1/CM021595.1; chromosome 4:NC_047572.1/CM021596.1; chromosome 5:NC_047573.1/CM021597.1; chromosome 6:NC_047574.1/CM021598.1; chromosome 7:NC_047575.1/CM021599.1; chromosome 8:NC_047576.1/CM021600.1; chromosome 9:NC_047577.1/CM021601.1; chromosome 10:NC_047578.1/CM021602.1; chromosome 11:NC_047579.1/CM021603.1; chromosome 12:NC_047580.1/CM021604.1; chromosome 13:NC_047581.1/CM021605.1; chromosome 14:NC_047582.1/CM021606.1; chromosome 15:NC_047583.1/CM021607.1; chromosome 16:NC_047584.1/CM021608.1; chromosome 17:NC_047585.1/CM021609.1; chromosome 18:NC_047586.1/CM021610.1; chromosome 19:NC_047587.1/CM021611.1; chromosome 20:NC_047588.1/CM021612.1; chromosome 21:NC_047589.1/CM021613.1; chromosome 22:NC_047590.1/CM021614.1; chromosome 23:NC_047591.1/CM021615.1; chromosome 24:NC_047592.1/CM021616.1; chromosome 25:NC_047593.1/CM021617.1; mitochondrion MT:NC_004593.1/CM021655.1,JAAIYR01,53,58111,2/24/2020,1780,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/845/GCA_011004845.1_fEsoLuc1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/004/845/GCF_011004845.1_fEsoLuc1.pri
Homo sapiens,Mammalia,HG00766,SAMN13207454,PRJNA587730,GCA_011008995.1,Contig,2873.6,40.9,,JAAKGZ01,1147,0,2/25/2020,1781,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/008/995/GCA_011008995.1_HG00766_prelim_1.0,
Microtus agrestis,Mammalia,,SAMEA6564477,PRJEB36805,GCA_902806775.1,Contig,2258.81,42.1,,CADCXT01,6993,0,2/27/2020,1782,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/775/GCA_902806775.1_Field_vole_promethion_pilon,
Limnodynastes dumerilii,Amphibia,SAMAR66870,SAMN13677064,PRJNA597531,GCA_011038615.1,Scaffold,2378.68,36.8,,WWET01,520896,0,2/28/2020,1783,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/038/615/GCA_011038615.1_BGI_Ldum_1.0,
Pterocles orientalis,Aves,G09M00003,SAMN11607795,PRJNA473697,GCA_011057875.1,Scaffold,1201.76,40,,WKFP01,15588,0,3/2/2020,1784,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/875/GCA_011057875.1_REN_Porient_1.0,
Melospiza melodia maxima,Aves,,SAMN10622322,PRJNA511035,GCA_011057915.1,Scaffold,978.299,40.3,,RZID01,13784,15086,3/2/2020,1785,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/915/GCA_011057915.1_Mmel_1.0,
Tursiops aduncus,Mammalia,SF8,SAMN13745611,PRJNA598135,GCA_011057625.1,Scaffold,2480.47,36.8,,JAALGC01,106568,0,3/2/2020,1786,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/625/GCA_011057625.1_ASM1105762v1,
Homo sapiens,Mammalia,NA24385,SAMN03283347,PRJNA607914,GCA_011064465.1, Chromosome,3109.31,41.0976,chromosome 1:CM021568.1; chromosome 2:CM021569.1; chromosome 3:CM021570.1; chromosome 4:CM021571.1; chromosome 5:CM021572.1; chromosome 6:CM021573.1; chromosome 7:CM021574.1; chromosome 8:CM021575.1; chromosome 9:CM021576.1; chromosome 10:CM021577.1; chromosome 11:CM021578.1; chromosome 12:CM021579.1; chromosome 13:CM021580.1; chromosome 14:CM021581.1; chromosome 15:CM021582.1; chromosome 16:CM021583.1; chromosome 17:CM021584.1; chromosome 18:CM021585.1; chromosome 19:CM021586.1; chromosome 20:CM021587.1; chromosome 21:CM021588.1; chromosome 22:CM021589.1; chromosome X:CM021590.1; chromosome Y:CM021591.1; mitochondrion MT:CM021592.1,JAAKGM01,971,0,3/2/2020,1787,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/465/GCA_011064465.1_Ash1.7,
Rattus rattus,Mammalia,New Zealand,SAMN12855339,PRJNA612505,GCA_011064425.1, Chromosome,2382.79,42.1324,chromosome 1:NC_046154.1/CM021548.1; chromosome 2:NC_046155.1/CM021549.1; chromosome 3:NC_046156.1/CM021550.1; chromosome 4:NC_046157.1/CM021551.1; chromosome 5:NC_046158.1/CM021552.1; chromosome 6:NC_046159.1/CM021553.1; chromosome 7:NC_046160.1/CM021554.1; chromosome 8:NC_046161.1/CM021555.1; chromosome 9:NC_046162.1/CM021556.1; chromosome 10:NC_046163.1/CM021557.1; chromosome 11:NC_046164.1/CM021558.1; chromosome 12:NC_046165.1/CM021559.1; chromosome 13:NC_046166.1/CM021560.1; chromosome 14:NC_046167.1/CM021561.1; chromosome 15:NC_046168.1/CM021562.1; chromosome 16:NC_046169.1/CM021563.1; chromosome 17:NC_046170.1/CM021564.1; chromosome 18:NC_046171.1/CM021565.1; chromosome X:NC_046172.1/CM021566.1; chromosome Y:NC_046173.1/CM021567.1; mitochondrion MT:NC_012374.1/,JAAIVD01,2173,35475,3/4/2020,1788,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/425/GCA_011064425.1_Rrattus_CSIRO_v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/425/GCF_011064425.1_Rrattus_CSIRO_v1
Coregonus sp. 'balchen',Osteichthyes,,SAMEA5807383,PRJEB33097,GCA_902810595.1, Chromosome,2068.07,43.8475,chromosome 1:LR778253.1; chromosome 2:LR778254.1; chromosome 3:LR778255.1; chromosome 4:LR778256.1; chromosome 5:LR778257.1; chromosome 6:LR778258.1; chromosome 7:LR778259.1; chromosome 8:LR778260.1; chromosome 9:LR778261.1; chromosome 10:LR778262.1; chromosome 11:LR778263.1; chromosome 12:LR778264.1; chromosome 13:LR778265.1; chromosome 14:LR778266.1; chromosome 15:LR778267.1; chromosome 16:LR778268.1; chromosome 17:LR778269.1; chromosome 18:LR778270.1; chromosome 19:LR778271.1; chromosome 20:LR778272.1; chromosome 21:LR778273.1; chromosome 22:LR778274.1; chromosome 23:LR778275.1; chromosome 24:LR778276.1; chromosome 25:LR778277.1; chromosome 26:LR778278.1; chromosome 27:LR778279.1; chromosome 28:LR778280.1; chromosome 29:LR778281.1; chromosome 30:LR778282.1; chromosome 31:LR778283.1; chromosome 32:LR778284.1; chromosome 33:LR778285.1; chromosome 34:LR778286.1; chromosome 35:LR778287.1; chromosome 36:LR778288.1; chromosome 37:LR778289.1; chromosome 38:LR778290.1; chromosome 39:LR778291.1; chromosome 40:LR778292.1,,40,41785,3/6/2020,1789,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/595/GCA_902810595.1_AWG_v2,
Trichosurus vulpecula,Mammalia,mTriVul1,SAMN12629507,PRJNA562013,GCA_011100645.1,Scaffold,2591.93,39.4,,JAANDF01,12133,0,3/9/2020,1790,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/645/GCA_011100645.1_mTriVul1.alt,
Trichosurus vulpecula,Mammalia,mTriVul1,SAMN12629507,PRJNA667932,GCA_011100635.1, Chromosome,3359.35,39.53,chromosome 1:NC_050573.1/CM021905.1; chromosome 2:NC_050574.1/CM021906.1; chromosome 3:NC_050575.1/CM021907.1; chromosome 4:NC_050576.1/CM021908.1; chromosome 5:NC_050577.1/CM021909.1; chromosome 6:NC_050578.1/CM021910.1; chromosome 7:NC_050579.1/CM021911.1; chromosome 8:NC_050580.1/CM021912.1; chromosome 9:NC_050581.1/CM021913.1; chromosome X:NC_050582.1/CM021914.1; mitochondrion MT:NC_003039.1/CM021960.1,JAANDE01,212,35542,3/9/2020,1791,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/635/GCA_011100635.1_mTriVul1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/100/635/GCF_011100635.1_mTriVul1.pri
Macaca fascicularis,Mammalia,cy0333,SAMN14146612,PRJNA607781,GCA_011100615.1, Chromosome,2906.14,41.1326,chromosome 1:CM021939.1; chromosome 2:CM021940.1; chromosome 3:CM021941.1; chromosome 4:CM021942.1; chromosome 5:CM021943.1; chromosome 6:CM021944.1; chromosome 7:CM021945.1; chromosome 8:CM021946.1; chromosome 9:CM021947.1; chromosome 10:CM021948.1; chromosome 11:CM021949.1; chromosome 12:CM021950.1; chromosome 13:CM021951.1; chromosome 14:CM021952.1; chromosome 15:CM021953.1; chromosome 16:CM021954.1; chromosome 17:CM021955.1; chromosome 18:CM021956.1; chromosome 19:CM021957.1; chromosome 20:CM021958.1; chromosome X:CM021959.1,JAANEP01,936,0,3/9/2020,1792,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/615/GCA_011100615.1_Macaca_fascicularis_6.0,
Callithrix jacchus,Mammalia,mCalJac1,SAMN12368443,PRJNA558087,GCA_011100535.1, Chromosome,2682.32,41.0697,chromosome 1:CM021882.1; chromosome 2:CM021883.1; chromosome 3:CM021884.1; chromosome 4:CM021885.1; chromosome 5:CM021886.1; chromosome 6:CM021887.1; chromosome 7:CM021888.1; chromosome 8:CM021889.1; chromosome 9:CM021890.1; chromosome 10:CM021891.1; chromosome 11:CM021892.1; chromosome 12:CM021893.1; chromosome 13:CM021894.1; chromosome 14:CM021895.1; chromosome 15:CM021896.1; chromosome 16:CM021897.1; chromosome 17:CM021898.1; chromosome 18:CM021899.1; chromosome 19:CM021900.1; chromosome 20:CM021901.1; chromosome 21:CM021902.1; chromosome 22:CM021903.1; chromosome Y:CM021904.1,JAALXR01,336,0,3/9/2020,1793,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/535/GCA_011100535.1_mCalJac1.pat,
Canis lupus familiaris,Mammalia,Mischka,SAMN13230619,PRJNA587469,GCA_011100685.1, Chromosome,2482,41.4971,chromosome 1:CM021962.1; chromosome 2:CM021963.1; chromosome 3:CM021964.1; chromosome 4:CM021965.1; chromosome 5:CM021966.1; chromosome 6:CM021967.1; chromosome 7:CM021968.1; chromosome 8:CM021969.1; chromosome 9:CM021970.1; chromosome 10:CM021971.1; chromosome 11:CM021972.1; chromosome 12:CM021973.1; chromosome 13:CM021974.1; chromosome 14:CM021975.1; chromosome 15:CM021976.1; chromosome 16:CM021977.1; chromosome 17:CM021978.1; chromosome 18:CM021979.1; chromosome 19:CM021980.1; chromosome 20:CM021981.1; chromosome 21:CM021982.1; chromosome 22:CM021983.1; chromosome 23:CM021984.1; chromosome 24:CM021985.1; chromosome 25:CM021986.1; chromosome 26:CM021987.1; chromosome 27:CM021988.1; chromosome 28:CM021989.1; chromosome 29:CM021990.1; chromosome 30:CM021991.1; chromosome 31:CM021992.1; chromosome 32:CM021993.1; chromosome 33:CM021994.1; chromosome 34:CM021995.1; chromosome 35:CM021996.1; chromosome 36:CM021997.1; chromosome 37:CM021998.1; chromosome 38:CM021999.1; chromosome X:CM022000.1; mitochondrion MT:CM022001.1,JAAHUQ01,2198,0,3/9/2020,1794,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/685/GCA_011100685.1_UU_Cfam_GSD_1.0,
Callithrix jacchus,Mammalia,mCalJac1,SAMN12368443,PRJNA597600,GCA_011100555.1, Chromosome,2829.73,40.988,chromosome 1:CM021915.1; chromosome 2:CM021916.1; chromosome 3:CM021917.1; chromosome 4:CM021918.1; chromosome 5:CM021919.1; chromosome 6:CM021920.1; chromosome 7:CM021921.1; chromosome 8:CM021922.1; chromosome 9:CM021923.1; chromosome 10:CM021924.1; chromosome 11:CM021925.1; chromosome 12:CM021926.1; chromosome 13:CM021927.1; chromosome 14:CM021928.1; chromosome 15:CM021929.1; chromosome 16:CM021930.1; chromosome 17:CM021931.1; chromosome 18:CM021932.1; chromosome 19:CM021933.1; chromosome 20:CM021934.1; chromosome 21:CM021935.1; chromosome 22:CM021936.1; chromosome X:CM021937.1; chromosome Y:CM021938.1; mitochondrion MT:CM021961.1,JAALXP01,353,0,3/9/2020,1795,2020,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/555/GCA_011100555.1_mCalJac1.pat.X,
