Organism Groups,AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmissionYear,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample,GenBank assembly accession,RefSeq assembly accession,sequencing_tech,long_reads
Mammalia,GCA_003113115.1,Homo sapiens (human),Homo sapiens,63,5/10/2018,2018,Yulia Mostovoy's shared submissions,126266,33019454,SAMN00249889,NA,NA,NA,NA
Mammalia,GCA_003391555.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",126266,18263926,SAMN00249889,NA,NA,NA,NA
Mammalia,GCA_015129045.1,Homo sapiens (human),Homo sapiens,48.3699,10/29/2020,2020,Academia Sinica,125981,44842026,SAMN14178786,NA,NA,NA,NA
Mammalia,GCA_015143255.1,Homo sapiens (human),Homo sapiens,48.3699,10/30/2020,2020,Academia Sinica,125860,44841351,SAMN14178786,NA,NA,NA,NA
Mammalia,GCA_001500205.1,Homo sapiens (human),Homo sapiens,60,12/30/2015,2015,Dovetail Genomics,124488,20947960,SAMN04316313,NA,NA,NA,NA
Mammalia,GCA_003391435.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",123936,16302557,SAMN00007969,NA,NA,NA,NA
Mammalia,GCA_003112915.1,Homo sapiens (human),Homo sapiens,66,5/10/2018,2018,Yulia Mostovoy's shared submissions,123932,24847330,SAMN00007969,NA,NA,NA,NA
Mammalia,GCA_015145795.1,Homo sapiens (human),Homo sapiens,51.9817,10/30/2020,2020,"University of California, San Francisco",123040,39391847,SAMN00630274,NA,NA,NA,NA
Mammalia,GCA_003384065.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",122880,18970295,SAMN00001168,NA,NA,NA,NA
Mammalia,GCA_003112815.1,Homo sapiens (human),Homo sapiens,67,5/10/2018,2018,Yulia Mostovoy's shared submissions,122878,27979949,SAMN00001168,NA,NA,NA,NA
Mammalia,GCA_015145975.1,Homo sapiens (human),Homo sapiens,51.9817,10/30/2020,2020,"University of California, San Francisco",122595,39376075,SAMN00630274,NA,NA,NA,NA
Mammalia,GCA_015145285.1,Homo sapiens (human),Homo sapiens,51.0991,10/30/2020,2020,"University of California, San Francisco",122427,27946775,SAMN00249872,NA,NA,NA,NA
Mammalia,GCA_003113235.1,Homo sapiens (human),Homo sapiens,58,5/10/2018,2018,Yulia Mostovoy's shared submissions,122283,26774984,SAMN00009091,NA,NA,NA,NA
Mammalia,GCA_015145585.1,Homo sapiens (human),Homo sapiens,51.0991,10/30/2020,2020,"University of California, San Francisco",122279,27948595,SAMN00249872,NA,NA,NA,NA
Mammalia,GCA_003391495.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",122265,16616176,SAMN00009091,NA,NA,NA,NA
Mammalia,GCA_015145225.1,Homo sapiens (human),Homo sapiens,50.1611,10/30/2020,2020,"University of California, San Francisco",122174,32603445,SAMN00249723,NA,NA,NA,NA
Mammalia,GCA_015145325.1,Homo sapiens (human),Homo sapiens,50.0338,10/30/2020,2020,"University of California, San Francisco",121960,28594780,SAMN00009163,NA,NA,NA,NA
Mammalia,GCA_015145565.1,Homo sapiens (human),Homo sapiens,50.1611,10/30/2020,2020,"University of California, San Francisco",121929,32609617,SAMN00249723,NA,NA,NA,NA
Mammalia,GCA_015145665.1,Homo sapiens (human),Homo sapiens,50.0338,10/30/2020,2020,"University of California, San Francisco",121586,28599156,SAMN00009163,NA,NA,NA,NA
Mammalia,GCA_002022865.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,120932,17665381,SAMN05589121,NA,NA,NA,NA
Mammalia,GCA_003113175.1,Homo sapiens (human),Homo sapiens,61,5/10/2018,2018,Yulia Mostovoy's shared submissions,120753,31372601,SAMN00249724,NA,NA,NA,NA
Mammalia,GCA_003391775.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",120743,17849434,SAMN00249724,NA,NA,NA,NA
Mammalia,GCA_015472805.1,Rousettus aegyptiacus (Egyptian rousette),Rousettus aegyptiacus,189,10/30/2020,2020,"Comparative Genomics Laboratory, Center for Information Biology, National Institute of Genetics",120632,37187087,SAMD00256191,NA,NA,NA,NA
Mammalia,GCA_011751095.1,Aeorestes cinereus (hoary bat),Aeorestes cinereus,42,3/25/2020,2020,United States Geological Survey,120599,34115514,SAMN13850695,NA,NA,NA,NA
Mammalia,GCA_003112875.1,Homo sapiens (human),Homo sapiens,64,5/10/2018,2018,Yulia Mostovoy's shared submissions,119815,27330947,SAMN00007798,NA,NA,NA,NA
Mammalia,GCA_003384745.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",119815,18267615,SAMN00007798,NA,NA,NA,NA
Mammalia,GCA_003113215.1,Homo sapiens (human),Homo sapiens,62,5/10/2018,2018,Yulia Mostovoy's shared submissions,119725,26204812,SAMN00006405,NA,NA,NA,NA
Mammalia,GCA_003391525.1,Homo sapiens (human),Homo sapiens,37.77,8/10/2018,2018,"University of California, San Francisco",119725,16571416,SAMN00006405,NA,NA,NA,NA
Mammalia,GCA_015144265.1,Homo sapiens (human),Homo sapiens,50.4172,10/30/2020,2020,"University of California, San Francisco",119578,38216895,SAMN00006580,NA,NA,NA,NA
Mammalia,GCA_015144885.1,Homo sapiens (human),Homo sapiens,50.4172,10/30/2020,2020,"University of California, San Francisco",119425,38217045,SAMN00006580,NA,NA,NA,NA
Mammalia,GCA_003391885.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",118812,15656360,SAMN00001600,NA,NA,NA,NA
Mammalia,GCA_003112955.1,Homo sapiens (human),Homo sapiens,71,5/10/2018,2018,Yulia Mostovoy's shared submissions,118797,29130946,SAMN00001600,NA,NA,NA,NA
Mammalia,GCA_003112855.1,Homo sapiens (human),Homo sapiens,55,5/10/2018,2018,Yulia Mostovoy's shared submissions,118644,31369981,SAMN01036809,NA,NA,NA,NA
Mammalia,GCA_003391825.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",118644,17348594,SAMN01036809,NA,NA,NA,NA
Mammalia,GCA_015146415.1,Homo sapiens (human),Homo sapiens,50.2759,10/30/2020,2020,"University of California, San Francisco",118467,26570881,SAMN00779997,NA,NA,NA,NA
Mammalia,GCA_015146695.1,Homo sapiens (human),Homo sapiens,50.2759,10/30/2020,2020,"University of California, San Francisco",118220,26295112,SAMN00779997,NA,NA,NA,NA
Mammalia,GCA_003112975.1,Homo sapiens (human),Homo sapiens,64,5/10/2018,2018,Yulia Mostovoy's shared submissions,117667,35203719,SAMN01090994,NA,NA,NA,NA
Mammalia,GCA_003391855.1,Homo sapiens (human),Homo sapiens,35,8/13/2018,2018,"University of California, San Francisco",117667,23482810,SAMN01090994,NA,NA,NA,NA
Mammalia,GCA_015145835.1,Homo sapiens (human),Homo sapiens,50.4721,10/30/2020,2020,"University of California, San Francisco",117548,28344418,SAMN00630209,NA,NA,NA,NA
Mammalia,GCA_002022825.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,117465,17120567,SAMN05589124,NA,NA,NA,NA
Mammalia,GCA_015146055.1,Homo sapiens (human),Homo sapiens,50.4721,10/30/2020,2020,"University of California, San Francisco",117416,28344418,SAMN00630209,NA,NA,NA,NA
Mammalia,GCA_002022845.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,116488,16292797,SAMN03274119,NA,NA,NA,NA
Mammalia,GCA_002022975.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,116461,16121017,SAMN05589120,NA,NA,NA,NA
Mammalia,GCA_003112835.1,Homo sapiens (human),Homo sapiens,65,5/10/2018,2018,Yulia Mostovoy's shared submissions,116184,28684752,SAMN00000528,NA,NA,NA,NA
Mammalia,GCA_003382745.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",116176,15300299,SAMN00000528,NA,NA,NA,NA
Mammalia,GCA_015145265.1,Homo sapiens (human),Homo sapiens,52.3297,10/30/2020,2020,"University of California, San Francisco",115867,39465765,SAMN00249871,NA,NA,NA,NA
Mammalia,GCA_015145895.1,Homo sapiens (human),Homo sapiens,53.2075,10/30/2020,2020,"University of California, San Francisco",115790,32614482,SAMN00249888,NA,NA,NA,NA
Mammalia,GCA_902729485.1,Mus minutoides (Southern African pygmy mouse),Mus minutoides,80,9/25/2020,2020,"INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM",115764,1378689,SAMEA6377509,NA,NA,NA,NA
Mammalia,GCA_015145705.1,Homo sapiens (human),Homo sapiens,53.2075,10/30/2020,2020,"University of California, San Francisco",115672,32613483,SAMN00249888,NA,NA,NA,NA
Mammalia,GCA_003112895.1,Homo sapiens (human),Homo sapiens,56,5/10/2018,2018,Yulia Mostovoy's shared submissions,115574,25310407,SAMN00779963,NA,NA,NA,NA
Mammalia,GCA_003391745.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",115574,15199210,SAMN00779963,NA,NA,NA,NA
Mammalia,GCA_015145605.1,Homo sapiens (human),Homo sapiens,52.3297,10/30/2020,2020,"University of California, San Francisco",115501,39465765,SAMN00249871,NA,NA,NA,NA
Mammalia,GCA_001517065.1,Homo sapiens (human),Homo sapiens,60,12/30/2015,2015,Dovetail Genomics,114215,179783,SAMN04316313,NA,NA,NA,NA
Mammalia,GCA_015146425.1,Homo sapiens (human),Homo sapiens,49.7107,10/30/2020,2020,"University of California, San Francisco",113842,27874571,SAMN01036707,NA,NA,NA,NA
Mammalia,GCA_015146715.1,Homo sapiens (human),Homo sapiens,49.7107,10/30/2020,2020,"University of California, San Francisco",113549,27884060,SAMN01036707,NA,NA,NA,NA
Mammalia,GCA_015146135.1,Homo sapiens (human),Homo sapiens,49.9501,10/30/2020,2020,"University of California, San Francisco",113523,29385788,SAMN00779996,NA,NA,NA,NA
Mammalia,GCA_015146015.1,Homo sapiens (human),Homo sapiens,49.9501,10/30/2020,2020,"University of California, San Francisco",113453,29384086,SAMN00779996,NA,NA,NA,NA
Mammalia,GCA_015146035.1,Homo sapiens (human),Homo sapiens,59.7231,10/30/2020,2020,"University of California, San Francisco",113278,47704971,SAMN00630217,NA,NA,NA,NA
Mammalia,GCA_015145855.1,Homo sapiens (human),Homo sapiens,59.7231,10/30/2020,2020,"University of California, San Francisco",113133,48507166,SAMN00630217,NA,NA,NA,NA
Mammalia,GCA_015145305.1,Homo sapiens (human),Homo sapiens,50.1319,10/30/2020,2020,"University of California, San Francisco",112163,38497240,SAMN00009177,NA,NA,NA,NA
Mammalia,GCA_002022805.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,112062,18692027,SAMN05589119,NA,NA,NA,NA
Mammalia,GCA_015145815.1,Homo sapiens (human),Homo sapiens,50.0038,10/30/2020,2020,"University of California, San Francisco",112030,29682483,SAMN00630273,NA,NA,NA,NA
Mammalia,GCA_015145645.1,Homo sapiens (human),Homo sapiens,50.1319,10/30/2020,2020,"University of California, San Francisco",111935,38494767,SAMN00009177,NA,NA,NA,NA
Mammalia,GCA_015145995.1,Homo sapiens (human),Homo sapiens,50.0038,10/30/2020,2020,"University of California, San Francisco",111823,29691387,SAMN00630273,NA,NA,NA,NA
Mammalia,GCA_002022525.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,110685,15376392,SAMN05589122,NA,NA,NA,NA
Mammalia,GCA_003391465.1,Homo sapiens (human),Homo sapiens,39.96,8/10/2018,2018,"University of California, San Francisco",110117,20804662,SAMN00007822,NA,NA,NA,NA
Mammalia,GCA_015145245.1,Homo sapiens (human),Homo sapiens,61.2437,10/30/2020,2020,"University of California, San Francisco",110083,56667237,SAMN00014344,NA,NA,NA,NA
Mammalia,GCA_015146335.1,Homo sapiens (human),Homo sapiens,51.3356,10/30/2020,2020,"University of California, San Francisco",109828,39364341,SAMN01090768,NA,NA,NA,NA
Mammalia,GCA_015146575.1,Homo sapiens (human),Homo sapiens,51.3356,10/30/2020,2020,"University of California, San Francisco",109768,39269351,SAMN01090768,NA,NA,NA,NA
Mammalia,GCA_015145625.1,Homo sapiens (human),Homo sapiens,61.2437,10/30/2020,2020,"University of California, San Francisco",109308,56654541,SAMN00014344,NA,NA,NA,NA
Mammalia,GCA_015143905.1,Homo sapiens (human),Homo sapiens,55.3486,10/30/2020,2020,"University of California, San Francisco",106731,26550341,SAMN00007675,NA,NA,NA,NA
Mammalia,GCA_015144445.1,Homo sapiens (human),Homo sapiens,55.3486,10/30/2020,2020,"University of California, San Francisco",106577,27601451,SAMN00007675,NA,NA,NA,NA
Mammalia,GCA_015144615.1,Homo sapiens (human),Homo sapiens,50.4527,10/30/2020,2020,"University of California, San Francisco",104892,24918051,SAMN00006447,NA,NA,NA,NA
Mammalia,GCA_015145065.1,Homo sapiens (human),Homo sapiens,50.4527,10/30/2020,2020,"University of California, San Francisco",104791,24911427,SAMN00006447,NA,NA,NA,NA
Mammalia,GCA_003112935.1,Homo sapiens (human),Homo sapiens,60,5/10/2018,2018,Yulia Mostovoy's shared submissions,104318,26831333,SAMN00001268,NA,NA,NA,NA
Mammalia,GCA_003391915.1,Homo sapiens (human),Homo sapiens,35,8/10/2018,2018,"University of California, San Francisco",104318,16217989,SAMN00001268,NA,NA,NA,NA
Mammalia,GCA_015143805.1,Homo sapiens (human),Homo sapiens,57.3287,10/30/2020,2020,"University of California, San Francisco",104284,21003901,SAMN00001229,NA,NA,NA,NA
Mammalia,GCA_015144345.1,Homo sapiens (human),Homo sapiens,57.3287,10/30/2020,2020,"University of California, San Francisco",104255,23500189,SAMN00001229,NA,NA,NA,NA
Mammalia,GCA_002023025.1,Homo sapiens (human),Homo sapiens,56.3,3/7/2017,2017,10x Genomics,103770,15068564,SAMN05589123,NA,NA,NA,NA
Mammalia,GCA_015144635.1,Homo sapiens (human),Homo sapiens,50.5545,10/30/2020,2020,"University of California, San Francisco",103124,26302036,SAMN00006504,NA,NA,NA,NA
Mammalia,GCA_015144505.1,Homo sapiens (human),Homo sapiens,54.9946,10/30/2020,2020,"University of California, San Francisco",103020,26179127,SAMN00007659,NA,NA,NA,NA
Mammalia,GCA_015143885.1,Homo sapiens (human),Homo sapiens,54.9946,10/30/2020,2020,"University of California, San Francisco",102960,27031677,SAMN00007659,NA,NA,NA,NA
Mammalia,GCA_015144005.1,Homo sapiens (human),Homo sapiens,50.5545,10/30/2020,2020,"University of California, San Francisco",102914,26298439,SAMN00006504,NA,NA,NA,NA
Mammalia,GCA_001700165.1,Sus scrofa (pig),Sus scrofa,100.88,8/5/2016,2016,Novogene,102417,1550023,SAMN04440474,NA,NA,NA,NA
Mammalia,GCA_015146455.1,Homo sapiens (human),Homo sapiens,55.7214,10/30/2020,2020,"University of California, San Francisco",102366,27257400,SAMN00801770,NA,NA,NA,NA
Mammalia,GCA_015146155.1,Homo sapiens (human),Homo sapiens,55.7214,10/30/2020,2020,"University of California, San Francisco",102286,27576689,SAMN00801770,NA,NA,NA,NA
Mammalia,GCA_015146805.1,Homo sapiens (human),Homo sapiens,57.8883,10/30/2020,2020,"University of California, San Francisco",102052,29757995,SAMN09855354,NA,NA,NA,NA
Mammalia,GCA_015147095.1,Homo sapiens (human),Homo sapiens,57.8883,10/30/2020,2020,"University of California, San Francisco",101985,29762337,SAMN09855354,NA,NA,NA,NA
Mammalia,GCA_015143845.1,Homo sapiens (human),Homo sapiens,55.7627,10/30/2020,2020,"University of California, San Francisco",101896,27826823,SAMN00007678,NA,NA,NA,NA
Mammalia,GCA_015144425.1,Homo sapiens (human),Homo sapiens,55.7627,10/30/2020,2020,"University of California, San Francisco",101759,27839915,SAMN00007678,NA,NA,NA,NA
Mammalia,GCA_015145345.1,Homo sapiens (human),Homo sapiens,56.4671,10/30/2020,2020,"University of California, San Francisco",101256,25983999,SAMN00007845,NA,NA,NA,NA
Mammalia,GCA_015143765.1,Homo sapiens (human),Homo sapiens,55.7458,10/30/2020,2020,"University of California, San Francisco",101135,23730519,SAMN00007676,NA,NA,NA,NA
Mammalia,GCA_015145005.1,Homo sapiens (human),Homo sapiens,56.4671,10/30/2020,2020,"University of California, San Francisco",101132,25986070,SAMN00007845,NA,NA,NA,NA
Mammalia,GCA_015147165.1,Homo sapiens (human),Homo sapiens,56.2967,10/30/2020,2020,"University of California, San Francisco",101099,27228586,SAMN06020677,NA,NA,NA,NA
Mammalia,GCA_015144385.1,Homo sapiens (human),Homo sapiens,55.7458,10/30/2020,2020,"University of California, San Francisco",101088,23749100,SAMN00007676,NA,NA,NA,NA
Mammalia,GCA_015146845.1,Homo sapiens (human),Homo sapiens,56.2967,10/30/2020,2020,"University of California, San Francisco",100901,28884987,SAMN06020677,NA,NA,NA,NA
Mammalia,GCA_015244455.1,Rattus norvegicus (Norway rat),Rattus norvegicus,92,11/4/2020,2020,Wellcome Sanger Institute,100340,100349,SAMN16261960,NA,NA,NA,NA
Mammalia,GCA_004024865.1,Rousettus aegyptiacus (Egyptian rousette),Rousettus aegyptiacus,35.7,1/15/2019,2019,Broad Institute,100260,125332,SAMN07678121,NA,NA,NA,NA
Mammalia,GCA_004027395.1,Canis lupus familiaris (dog),Canis lupus,66.5,1/16/2019,2019,Broad Institute,100144,157754,SAMN07678141,NA,NA,NA,NA
Mammalia,GCA_015144485.1,Homo sapiens (human),Homo sapiens,55.4382,10/30/2020,2020,"University of California, San Francisco",99988,28027893,SAMN00000554,NA,NA,NA,NA
Mammalia,GCA_015143865.1,Homo sapiens (human),Homo sapiens,55.4382,10/30/2020,2020,"University of California, San Francisco",99946,26451166,SAMN00000554,NA,NA,NA,NA
Mammalia,GCA_015125375.1,Homo sapiens (human),Homo sapiens,55.1328,10/29/2020,2020,Academia Sinica,99424,31293311,SAMN14178762,NA,NA,NA,NA
Mammalia,GCA_015125015.1,Homo sapiens (human),Homo sapiens,55.1328,10/29/2020,2020,Academia Sinica,99348,31280262,SAMN14178762,NA,NA,NA,NA
Mammalia,GCA_015144015.1,Homo sapiens (human),Homo sapiens,56.2995,10/30/2020,2020,"University of California, San Francisco",99324,30086307,SAMN00000475,NA,NA,NA,NA
Mammalia,GCA_015144585.1,Homo sapiens (human),Homo sapiens,56.2995,10/30/2020,2020,"University of California, San Francisco",99228,27751153,SAMN00000475,NA,NA,NA,NA
Mammalia,GCA_015144205.1,Homo sapiens (human),Homo sapiens,54.8582,10/30/2020,2020,"University of California, San Francisco",99055,3303603,SAMN00001600,NA,NA,NA,NA
Mammalia,GCA_015144865.1,Homo sapiens (human),Homo sapiens,54.8582,10/30/2020,2020,"University of California, San Francisco",99045,3293017,SAMN00001600,NA,NA,NA,NA
Mammalia,GCF_900631625.1,Zalophus californianus (California sea lion),Zalophus californianus,17218,12/7/2018,2018,LMU,97662,143424588,SAMEA5145493,NA,NA,NA,NA
Mammalia,GCA_015143785.1,Homo sapiens (human),Homo sapiens,56.2286,10/30/2020,2020,"University of California, San Francisco",97564,25672575,SAMN00000568,NA,NA,NA,NA
Mammalia,GCA_015144365.1,Homo sapiens (human),Homo sapiens,56.2286,10/30/2020,2020,"University of California, San Francisco",97488,25667091,SAMN00000568,NA,NA,NA,NA
Mammalia,GCA_900186095.1,Cricetulus griseus (Chinese hamster),Cricetulus griseus,74,6/30/2017,2017,Eagle Genomics Ltd,97133,62039716,SAMEA104116709,NA,NA,NA,NA
Mammalia,GCA_015145045.1,Homo sapiens (human),Homo sapiens,53.3261,10/30/2020,2020,"University of California, San Francisco",96202,30247411,SAMN00007804,NA,NA,NA,NA
Mammalia,GCA_015145425.1,Homo sapiens (human),Homo sapiens,53.3261,10/30/2020,2020,"University of California, San Francisco",96197,30183832,SAMN00007804,NA,NA,NA,NA
Mammalia,GCA_015144565.1,Homo sapiens (human),Homo sapiens,53.65,10/30/2020,2020,"University of California, San Francisco",95644,28796680,SAMN00001626,NA,NA,NA,NA
Mammalia,GCA_015143985.1,Homo sapiens (human),Homo sapiens,53.65,10/30/2020,2020,"University of California, San Francisco",95574,29315410,SAMN00001626,NA,NA,NA,NA
Mammalia,GCA_001700295.1,Sus scrofa (pig),Sus scrofa,109.05,8/5/2016,2016,Novogene,95227,1478908,SAMN04440480,NA,NA,NA,NA
Mammalia,GCA_015144405.1,Homo sapiens (human),Homo sapiens,53.9496,10/30/2020,2020,"University of California, San Francisco",94893,20742638,SAMN00001690,NA,NA,NA,NA
Mammalia,GCA_015143825.1,Homo sapiens (human),Homo sapiens,53.9496,10/30/2020,2020,"University of California, San Francisco",94756,20764399,SAMN00001690,NA,NA,NA,NA
Mammalia,GCA_001700575.1,Sus scrofa (pig),Sus scrofa,113.47,8/5/2016,2016,Novogene,94651,1655397,SAMN04440475,NA,NA,NA,NA
Mammalia,GCA_015144525.1,Homo sapiens (human),Homo sapiens,53.6752,10/30/2020,2020,"University of California, San Francisco",92409,28733481,SAMN00000511,NA,NA,NA,NA
Mammalia,GCA_015143945.1,Homo sapiens (human),Homo sapiens,53.6752,10/30/2020,2020,"University of California, San Francisco",92284,26342535,SAMN00000511,NA,NA,NA,NA
Mammalia,GCA_015143965.1,Homo sapiens (human),Homo sapiens,56.3906,10/30/2020,2020,"University of California, San Francisco",91171,17385211,SAMN00001634,NA,NA,NA,NA
Mammalia,GCA_015144545.1,Homo sapiens (human),Homo sapiens,56.3906,10/30/2020,2020,"University of California, San Francisco",91125,17564879,SAMN00001634,NA,NA,NA,NA
Mammalia,GCA_004027315.2,Diceros bicornis (black rhinoceros),Diceros bicornis,44.9,7/15/2019,2019,Broad Institute,91002,14664201,SAMN07678078,NA,NA,NA,NA
Mammalia,GCA_004024725.1,Cheirogaleus medius (Lesser dwarf lemur),Cheirogaleus medius,64.9,1/15/2019,2019,Broad Institute,90923,118572,SAMN07678072,NA,NA,NA,NA
Mammalia,GCA_015145445.1,Homo sapiens (human),Homo sapiens,55.0371,10/30/2020,2020,"University of California, San Francisco",90703,25479741,SAMN00009189,NA,NA,NA,NA
Mammalia,GCA_007646595.3,Bos mutus (wild yak),Bos mutus,220,10/21/2019,2019,Lanzhou University,90625,16589160,SAMN11357514,NA,NA,NA,NA
Mammalia,GCA_015145085.1,Homo sapiens (human),Homo sapiens,55.0371,10/30/2020,2020,"University of California, San Francisco",90581,25836622,SAMN00009189,NA,NA,NA,NA
Mammalia,GCA_004024565.1,Zalophus californianus (California sea lion),Zalophus californianus,89.2,1/15/2019,2019,Broad Institute,90567,132377,SAMN07678053,NA,NA,NA,NA
