Organism Groups,accession,submission_date,year,ReleaseOrder,sequence_length,organism
Mammalia,KY052135,28-Feb-2017,2017,15585,16317,Muntiacus sp. JAV11
Mammalia,KY052134,28-Feb-2017,2017,15586,16350,Muntiacus sp. JAV6
Mammalia,KY052133,28-Feb-2017,2017,15587,16331,Muntiacus sp. BOR4
Mammalia,KY052132,28-Feb-2017,2017,15588,16267,Muntiacus sp. BOR6
Mammalia,KY052131,28-Feb-2017,2017,15589,16262,Muntiacus sp. BOR5
Mammalia,KY052130,28-Feb-2017,2017,15590,16351,Muntiacus sp. JAV5
Mammalia,KY052129,28-Feb-2017,2017,15591,16351,Muntiacus sp. JAV15
Mammalia,KY052128,28-Feb-2017,2017,15592,16344,Muntiacus sp. JAV17
Mammalia,KY052127,28-Feb-2017,2017,15593,16158,Muntiacus sp. BOR2
Mammalia,KY052126,28-Feb-2017,2017,15594,16340,Muntiacus sp. SUM1
Mammalia,KY052125,28-Feb-2017,2017,15595,16339,Muntiacus sp. SUM6
Mammalia,KY052124,28-Feb-2017,2017,15596,16335,Muntiacus sp. BOR7
Mammalia,KY052123,28-Feb-2017,2017,15597,16355,Muntiacus sp. LSI1
Mammalia,KY052122,28-Feb-2017,2017,15598,16335,Muntiacus sp. LOM2
Mammalia,KY052121,28-Feb-2017,2017,15599,16346,Muntiacus sp. JAV13
Mammalia,KY052120,28-Feb-2017,2017,15600,16347,Muntiacus sp. BAL1
Mammalia,KY052119,28-Feb-2017,2017,15601,16345,Muntiacus sp. MAL2
Mammalia,KY052118,28-Feb-2017,2017,15602,16344,Muntiacus sp. MAL1
Mammalia,KY052117,28-Feb-2017,2017,15603,16333,Muntiacus sp. SRI2
Mammalia,KY052116,28-Feb-2017,2017,15604,16337,Muntiacus sp. SRI1
Mammalia,KY052115,28-Feb-2017,2017,15605,16346,Muntiacus sp. VIE5
Mammalia,KY052114,28-Feb-2017,2017,15606,16309,Muntiacus sp. VIE6
Mammalia,KY052113,28-Feb-2017,2017,15607,16352,Muntiacus sp. VIE10
Mammalia,KY052112,28-Feb-2017,2017,15608,16349,Muntiacus sp. VIE12
Mammalia,KY052111,28-Feb-2017,2017,15609,16345,Muntiacus sp. VIE9
Mammalia,KY052110,28-Feb-2017,2017,15610,16350,Muntiacus sp. CHI2
Mammalia,KY052109,28-Feb-2017,2017,15611,16348,Muntiacus sp. IND1
Mammalia,KY052108,28-Feb-2017,2017,15612,16322,Muntiacus sp. THA3
Mammalia,KY052107,28-Feb-2017,2017,15613,16355,Muntiacus sp. IND8
Mammalia,KY052106,28-Feb-2017,2017,15614,16357,Muntiacus sp. THA5
Mammalia,KY052105,28-Feb-2017,2017,15615,16347,Muntiacus sp. IND4
Mammalia,KY052104,28-Feb-2017,2017,15616,16334,Muntiacus sp. IND3
Mammalia,KY052103,28-Feb-2017,2017,15617,16118,Muntiacus sp. IND9
Mammalia,KY052102,28-Feb-2017,2017,15618,16352,Muntiacus sp. THA1
Mammalia,KY052101,28-Feb-2017,2017,15619,16308,Muntiacus sp. THA4
Mammalia,KY052100,28-Feb-2017,2017,15620,16353,Muntiacus sp. IND7
Mammalia,KY052099,28-Feb-2017,2017,15621,16332,Muntiacus sp. NEP1
Mammalia,KY052098,28-Feb-2017,2017,15622,16333,Muntiacus sp. IND6
Mammalia,KY052097,28-Feb-2017,2017,15623,16350,Muntiacus sp. THA6
Mammalia,KY052096,28-Feb-2017,2017,15624,16311,Muntiacus sp. CHI1
Mammalia,KY052095,28-Feb-2017,2017,15625,16351,Muntiacus sp. IND10
Mammalia,KY052094,28-Feb-2017,2017,15626,16272,Muntiacus sp. CHI3
Mammalia,KY052093,28-Feb-2017,2017,15627,16328,Muntiacus sp. IND2
Mammalia,KY052092,28-Feb-2017,2017,15628,16351,Muntiacus sp. IND5
Mammalia,KY052091,28-Feb-2017,2017,15629,16336,Muntiacus sp. THA2
Mammalia,KY052090,28-Feb-2017,2017,15630,16338,Muntiacus sp. VIE4
Mammalia,KY052089,28-Feb-2017,2017,15631,16304,Muntiacus sp. VIE1
Mammalia,KY052088,28-Feb-2017,2017,15632,16329,Muntiacus sp. VIE8
Mammalia,KY052087,28-Feb-2017,2017,15633,16331,Muntiacus sp. VIE13
Mammalia,KY052086,28-Feb-2017,2017,15634,16345,Muntiacus sp. VIE11
Mammalia,KY052085,28-Feb-2017,2017,15635,16329,Muntiacus sp. VIE2
Mammalia,KY052084,28-Feb-2017,2017,15636,16314,Muntiacus sp. VIE7
Mammalia,KY052083,28-Feb-2017,2017,15637,16340,Muntiacus sp. VIE3
Mammalia,KY052082,28-Feb-2017,2017,15638,16352,Muntiacus sp. LAO1
Osteichthyes,KX950700,28-Feb-2017,2017,15639,16576,Tor khudree
Osteichthyes,KX950698,28-Feb-2017,2017,15640,16472,Pangasius pangasius
Osteichthyes,KX950697,28-Feb-2017,2017,15641,16489,Mastacembelus armatus
Osteichthyes,KX950695,28-Feb-2017,2017,15642,16597,Cirrhinus reba
Osteichthyes,KP973944,28-Feb-2017,2017,15643,16439,Takifugu bimaculatus
Osteichthyes,KX950699,28-Feb-2017,2017,15644,16555,Sperata aor
Osteichthyes,KX950696,28-Feb-2017,2017,15645,16605,Labeo bata
Osteichthyes,KX950694,28-Feb-2017,2017,15646,16603,Anabas testudineus
Osteichthyes,KY081397,28-Feb-2017,2017,15647,17785,Ophichthus rotundus
Mammalia,KX964606,1-Mar-2017,2017,15648,16941,Erinaceus amurensis
Mammalia,KT148968,1-Mar-2017,2017,15649,16620,Ovis aries
Osteichthyes,KY315559,1-Mar-2017,2017,15650,16521,Amphilophus amarillo
Osteichthyes,KP973960,1-Mar-2017,2017,15651,16870,Centropyge flavissima
Osteichthyes,KP973959,1-Mar-2017,2017,15652,16658,Centropyge aurantia
Osteichthyes,KP874184,1-Mar-2017,2017,15653,16558,Gymnothorax formosus
Osteichthyes,KP874183,1-Mar-2017,2017,15654,16521,Scuticaria tigrina
Osteichthyes,KP898265,1-Mar-2017,2017,15655,16767,Pygoplites diacanthus
Osteichthyes,KP965871,1-Mar-2017,2017,15656,16527,Apolemichthys arcuatus
Aves,KF946546,3-Mar-2017,2017,15657,16994,Ara severus
Squamata,KX644918,3-Mar-2017,2017,15658,21433,Darevskia unisexualis
Chondrichthyes,KY513709,4-Mar-2017,2017,15659,16730,Somniosus microcephalus
Mammalia,KT834972,4-Mar-2017,2017,15660,16357,Brachiones przewalskii
Mammalia,KT834971,4-Mar-2017,2017,15661,16393,Meriones tamariscinus
Osteichthyes,KY081398,5-Mar-2017,2017,15662,17818,Brachysomophis crocodilinus
Aves,KY419888,6-Mar-2017,2017,15663,16895,Charadrius placidus
Aves,KY419885,6-Mar-2017,2017,15664,16797,Emberiza sulphurata
Mammalia,KT194220,6-Mar-2017,2017,15665,16710,Sus scrofa
Mammalia,KT194219,6-Mar-2017,2017,15666,16710,Sus scrofa
Mammalia,KT194218,6-Mar-2017,2017,15667,16730,Sus scrofa
Mammalia,KT194217,6-Mar-2017,2017,15668,16690,Sus scrofa
Osteichthyes,KY404014,6-Mar-2017,2017,15669,16619,Culter oxycephaloides
Aves,KY009737,7-Mar-2017,2017,15670,16978,Porzana pusilla
Aves,KY009736,7-Mar-2017,2017,15671,16935,Porzana fusca
Osteichthyes,KU244260,7-Mar-2017,2017,15672,17272,Ctenochaetus striatus
Osteichthyes,KP342264,7-Mar-2017,2017,15673,16588,Bagarius yarrelli
Amphibia,KY463520,8-Mar-2017,2017,15674,15505,Euphlyctis karaavali
Mammalia,KX058347,9-Mar-2017,2017,15675,16297,Rattus nitidus
Osteichthyes,KY012741,11-Mar-2017,2017,15676,16970,Ptychobarbus chungtienensis
Osteichthyes,KY094969,13-Mar-2017,2017,15677,16596,Acrossocheilus kreyenbergii
Amphibia,KY419887,14-Mar-2017,2017,15678,18611,Dryophytes suweonensis
Aves,KY419886,14-Mar-2017,2017,15679,16798,Haematopus ostralegus
Aves,KX371106,14-Mar-2017,2017,15680,16732,Limosa lapponica baueri
Mammalia,KY444734,14-Mar-2017,2017,15681,16386,Delphinapterus leucas
Mammalia,KY523511,14-Mar-2017,2017,15682,16642,Capra hircus
Mammalia,KY523510,14-Mar-2017,2017,15683,16639,Capra hircus
Mammalia,KY523509,14-Mar-2017,2017,15684,16641,Capra hircus
Mammalia,KY523508,14-Mar-2017,2017,15685,16640,Capra hircus
Mammalia,KX757757,14-Mar-2017,2017,15686,17151,Myotis bechsteinii
Mammalia,KY564269,14-Mar-2017,2017,15687,16594,Capra hircus
Mammalia,KY564268,14-Mar-2017,2017,15688,16633,Capra hircus
Mammalia,KY564267,14-Mar-2017,2017,15689,16625,Capra hircus
Mammalia,KY564266,14-Mar-2017,2017,15690,16643,Capra hircus
Mammalia,KY564265,14-Mar-2017,2017,15691,16642,Capra hircus
Mammalia,KY564264,14-Mar-2017,2017,15692,16643,Capra hircus
Mammalia,KY564263,14-Mar-2017,2017,15693,16643,Capra hircus
Mammalia,KY564262,14-Mar-2017,2017,15694,16616,Capra hircus
Mammalia,KY564261,14-Mar-2017,2017,15695,16632,Capra hircus
Mammalia,KY564260,14-Mar-2017,2017,15696,16627,Capra hircus
Mammalia,KY564259,14-Mar-2017,2017,15697,16632,Capra hircus
Mammalia,KY564258,14-Mar-2017,2017,15698,16643,Capra hircus
Mammalia,KY564257,14-Mar-2017,2017,15699,16641,Capra hircus
Mammalia,KY564256,14-Mar-2017,2017,15700,16636,Capra hircus
Mammalia,KY564255,14-Mar-2017,2017,15701,16639,Capra hircus
Mammalia,KY564254,14-Mar-2017,2017,15702,16642,Capra hircus
Mammalia,KY564253,14-Mar-2017,2017,15703,16641,Capra hircus
Mammalia,KY564252,14-Mar-2017,2017,15704,16643,Capra hircus
Mammalia,KY564251,14-Mar-2017,2017,15705,16641,Capra hircus
Mammalia,KY564250,14-Mar-2017,2017,15706,16642,Capra hircus
Mammalia,KY564249,14-Mar-2017,2017,15707,16643,Capra hircus
Mammalia,KY564248,14-Mar-2017,2017,15708,16626,Capra hircus
Mammalia,KY564247,14-Mar-2017,2017,15709,16642,Capra hircus
Mammalia,KY564246,14-Mar-2017,2017,15710,16643,Capra hircus
Mammalia,KX808231,14-Mar-2017,2017,15711,17153,Puma concolor
Mammalia,KX808230,14-Mar-2017,2017,15712,17153,Puma concolor
Mammalia,KX808229,14-Mar-2017,2017,15713,17153,Puma concolor
Mammalia,KX808228,14-Mar-2017,2017,15714,17153,Puma concolor
Mammalia,KX808227,14-Mar-2017,2017,15715,17153,Puma concolor
Mammalia,KX808226,14-Mar-2017,2017,15716,17153,Puma concolor
Mammalia,KX808225,14-Mar-2017,2017,15717,17153,Puma concolor
Mammalia,KX808224,14-Mar-2017,2017,15718,17153,Puma concolor
Mammalia,KX808223,14-Mar-2017,2017,15719,17153,Puma concolor
Mammalia,KX808222,14-Mar-2017,2017,15720,17153,Puma concolor
Aves,KR020504,15-Mar-2017,2017,15721,17869,Garrulax formosus
Osteichthyes,KU896992,15-Mar-2017,2017,15722,16581,Carassius gibelio
Osteichthyes,KU896991,15-Mar-2017,2017,15723,16580,Carassius gibelio
Mammalia,KX269145,16-Mar-2017,2017,15724,16316,Bison priscus
Mammalia,KX269144,16-Mar-2017,2017,15725,16317,Bison priscus
Mammalia,KX269143,16-Mar-2017,2017,15726,16319,Bison priscus
Mammalia,KX269142,16-Mar-2017,2017,15727,16317,Bison priscus
Mammalia,KX269141,16-Mar-2017,2017,15728,16321,Bison priscus
Mammalia,KX269140,16-Mar-2017,2017,15729,16318,Bison priscus
Mammalia,KX269139,16-Mar-2017,2017,15730,16318,Bison priscus
Mammalia,KX269138,16-Mar-2017,2017,15731,16319,Bison priscus
Mammalia,KX269137,16-Mar-2017,2017,15732,16318,Bison priscus
Mammalia,KX269136,16-Mar-2017,2017,15733,16321,Bison priscus
Mammalia,KX269135,16-Mar-2017,2017,15734,16317,Bison priscus
Mammalia,KX269134,16-Mar-2017,2017,15735,16318,Bison priscus
Mammalia,KX269133,16-Mar-2017,2017,15736,16320,Bison priscus
Mammalia,KX269132,16-Mar-2017,2017,15737,16319,Bison priscus
Mammalia,KX269131,16-Mar-2017,2017,15738,16316,Bison priscus
Mammalia,KX269130,16-Mar-2017,2017,15739,16319,Bison priscus
Mammalia,KX269129,16-Mar-2017,2017,15740,16318,Bison priscus
Mammalia,KX269128,16-Mar-2017,2017,15741,16318,Bison priscus
Mammalia,KX269127,16-Mar-2017,2017,15742,16320,Bison priscus
Mammalia,KX269126,16-Mar-2017,2017,15743,16317,Bison priscus
Mammalia,KX269125,16-Mar-2017,2017,15744,16319,Bison priscus
Mammalia,KX269124,16-Mar-2017,2017,15745,16317,Bison priscus
Mammalia,KX269123,16-Mar-2017,2017,15746,16318,Bison priscus
Mammalia,KX269122,16-Mar-2017,2017,15747,16270,Bison priscus
Mammalia,KX269121,16-Mar-2017,2017,15748,16320,Bison priscus
Mammalia,KX269120,16-Mar-2017,2017,15749,16322,Bison priscus
Mammalia,KX269119,16-Mar-2017,2017,15750,16316,Bison priscus
Mammalia,KX269118,16-Mar-2017,2017,15751,16316,Bison priscus
Mammalia,KX269117,16-Mar-2017,2017,15752,16319,Bison priscus
Mammalia,KX269116,16-Mar-2017,2017,15753,16318,Bison priscus
Mammalia,KX269115,16-Mar-2017,2017,15754,16317,Bison priscus
Mammalia,KX269114,16-Mar-2017,2017,15755,16318,Bison priscus
Mammalia,KX269113,16-Mar-2017,2017,15756,16320,Bison priscus
Mammalia,KX269112,16-Mar-2017,2017,15757,16319,Bison priscus
Mammalia,KX269109,16-Mar-2017,2017,15758,16319,Bison priscus
Aves,KY092431,18-Mar-2017,2017,15759,17392,Glaucidium cuculoides
Osteichthyes,KY078221,18-Mar-2017,2017,15760,16662,Thymallus baicalolenensis
Osteichthyes,KY078220,18-Mar-2017,2017,15761,16663,Thymallus burejensis
Osteichthyes,KY078219,18-Mar-2017,2017,15762,16660,Thymallus grubii
Osteichthyes,KY078218,18-Mar-2017,2017,15763,16663,Thymallus tugarinae
Osteichthyes,KY078217,18-Mar-2017,2017,15764,16664,Thymallus tugarinae
Osteichthyes,KY078216,18-Mar-2017,2017,15765,16659,Thymallus grubii flavomaculatus
Osteichthyes,KY078215,18-Mar-2017,2017,15766,16660,Thymallus grubii flavomaculatus
Mammalia,KY124333,22-Mar-2017,2017,15767,16899,Rhinolophus thomasi
Aves,NC_034237,24-Mar-2017,2017,15768,16798,Haematopus ostralegus
Mammalia,NC_034236,24-Mar-2017,2017,15769,16386,Delphinapterus leucas
Mammalia,NC_034227,24-Mar-2017,2017,15770,17151,Myotis bechsteinii
Osteichthyes,NC_034230,24-Mar-2017,2017,15771,16970,Ptychobarbus chungtienensis
Mammalia,KX669268,25-Mar-2017,2017,15772,16658,Equus caballus
Mammalia,KX669267,25-Mar-2017,2017,15773,16654,Equus asinus africanus
Mammalia,KX683880,25-Mar-2017,2017,15774,16338,Dicrostonyx hudsonius
Mammalia,KX688104,26-Mar-2017,2017,15775,16389,Meriones tamariscinus
Mammalia,KX712239,26-Mar-2017,2017,15776,16341,Dicrostonyx groenlandicus
Osteichthyes,KX710076,27-Mar-2017,2017,15777,16581,Cyprinus carpio 'Ying hybrid'
Testudines,KU997642,28-Mar-2017,2017,15778,16778,Rafetus swinhoei
Mammalia,KX176803,29-Mar-2017,2017,15779,16841,Mammuthus primigenius
Mammalia,KX176802,29-Mar-2017,2017,15780,16842,Mammuthus primigenius
Mammalia,KX176801,29-Mar-2017,2017,15781,16842,Mammuthus primigenius
Mammalia,KX176800,29-Mar-2017,2017,15782,16842,Mammuthus primigenius
Mammalia,KX176799,29-Mar-2017,2017,15783,16841,Mammuthus primigenius
Mammalia,KX176798,29-Mar-2017,2017,15784,16841,Mammuthus primigenius
Mammalia,KX176797,29-Mar-2017,2017,15785,16842,Mammuthus primigenius
Mammalia,KX176796,29-Mar-2017,2017,15786,16840,Mammuthus primigenius
Mammalia,KX176795,29-Mar-2017,2017,15787,16840,Mammuthus primigenius
Mammalia,KX176794,29-Mar-2017,2017,15788,16823,Mammuthus primigenius
Mammalia,KX176793,29-Mar-2017,2017,15789,16840,Mammuthus primigenius
Mammalia,KX176792,29-Mar-2017,2017,15790,16841,Mammuthus primigenius
Mammalia,KX176791,29-Mar-2017,2017,15791,16842,Mammuthus primigenius
Mammalia,KX176790,29-Mar-2017,2017,15792,16842,Mammuthus primigenius
Mammalia,KX176789,29-Mar-2017,2017,15793,16832,Mammuthus primigenius
Mammalia,KX176788,29-Mar-2017,2017,15794,16823,Mammuthus primigenius
Mammalia,KX176787,29-Mar-2017,2017,15795,16840,Mammuthus primigenius
Mammalia,KX176786,29-Mar-2017,2017,15796,16834,Mammuthus primigenius
Mammalia,KX176785,29-Mar-2017,2017,15797,16839,Mammuthus primigenius
Mammalia,KX176784,29-Mar-2017,2017,15798,16825,Mammuthus primigenius
Mammalia,KX176783,29-Mar-2017,2017,15799,16809,Mammuthus primigenius
Mammalia,KX176782,29-Mar-2017,2017,15800,16792,Mammuthus primigenius
Mammalia,KX176781,29-Mar-2017,2017,15801,16789,Mammuthus primigenius
Mammalia,KX176780,29-Mar-2017,2017,15802,16809,Mammuthus primigenius
Mammalia,KX176779,29-Mar-2017,2017,15803,16825,Mammuthus primigenius
Mammalia,KX176778,29-Mar-2017,2017,15804,16836,Mammuthus primigenius
Mammalia,KX176777,29-Mar-2017,2017,15805,16824,Mammuthus primigenius
Mammalia,KX176776,29-Mar-2017,2017,15806,16841,Mammuthus primigenius
Mammalia,KX176775,29-Mar-2017,2017,15807,16836,Mammuthus primigenius
Mammalia,KX176774,29-Mar-2017,2017,15808,16837,Mammuthus primigenius
Mammalia,KX176773,29-Mar-2017,2017,15809,16843,Mammuthus primigenius
Mammalia,KX176772,29-Mar-2017,2017,15810,16822,Mammuthus primigenius
Mammalia,KX176771,29-Mar-2017,2017,15811,16833,Mammuthus primigenius
Mammalia,KX176770,29-Mar-2017,2017,15812,16812,Mammuthus primigenius
Mammalia,KX176769,29-Mar-2017,2017,15813,16819,Mammuthus primigenius
Mammalia,KX176768,29-Mar-2017,2017,15814,16840,Mammuthus primigenius
Mammalia,KX176767,29-Mar-2017,2017,15815,16840,Mammuthus primigenius
Mammalia,KX176766,29-Mar-2017,2017,15816,16834,Mammuthus primigenius
Mammalia,KX176765,29-Mar-2017,2017,15817,16819,Mammuthus primigenius
Mammalia,KX176764,29-Mar-2017,2017,15818,16841,Mammuthus primigenius
Mammalia,KX176763,29-Mar-2017,2017,15819,16825,Mammuthus primigenius
Mammalia,KX176762,29-Mar-2017,2017,15820,16840,Mammuthus primigenius
Mammalia,KX176761,29-Mar-2017,2017,15821,16840,Mammuthus primigenius
Mammalia,KX176760,29-Mar-2017,2017,15822,16842,Mammuthus primigenius
Mammalia,KX176759,29-Mar-2017,2017,15823,16841,Mammuthus primigenius
Mammalia,KX176758,29-Mar-2017,2017,15824,16841,Mammuthus primigenius
Mammalia,KX176757,29-Mar-2017,2017,15825,16787,Mammuthus primigenius
Mammalia,KX176756,29-Mar-2017,2017,15826,16841,Mammuthus primigenius
Mammalia,KX176755,29-Mar-2017,2017,15827,16834,Mammuthus primigenius
Mammalia,KX176754,29-Mar-2017,2017,15828,16841,Mammuthus primigenius
Mammalia,KX176753,29-Mar-2017,2017,15829,16838,Mammuthus primigenius
Mammalia,KX176752,29-Mar-2017,2017,15830,16841,Mammuthus primigenius
Mammalia,KX176751,29-Mar-2017,2017,15831,16841,Mammuthus primigenius
Mammalia,KX176750,29-Mar-2017,2017,15832,16842,Mammuthus primigenius
Osteichthyes,KX685110,29-Mar-2017,2017,15833,16527,Hippocampus queenslandicus
Amphibia,KU871392,31-Mar-2017,2017,15834,17142,Siren intermedia texana
Aves,KY075897,31-Mar-2017,2017,15835,16767,Sarothrura ayresi
Mammalia,KU962990,31-Mar-2017,2017,15836,16511,Sciurus vulgaris
Osteichthyes,KU980144,31-Mar-2017,2017,15837,16774,Megaleporinus elongatus
Osteichthyes,KU933270,31-Mar-2017,2017,15838,17073,Nemipterus virgatus
Osteichthyes,KU868078,31-Mar-2017,2017,15839,16585,Schizothorax kozlovi
Osteichthyes,KU868077,31-Mar-2017,2017,15840,16584,Schizothorax wangchiachii
Mammalia,KU682700,1-Apr-2017,2017,15841,16259,Chlorocebus tantalus
Mammalia,KU682699,1-Apr-2017,2017,15842,16604,Chlorocebus tantalus
Mammalia,KU682698,1-Apr-2017,2017,15843,16456,Chlorocebus pygerythrus
Mammalia,KU682697,1-Apr-2017,2017,15844,16635,Chlorocebus sabaeus
Mammalia,KU682696,1-Apr-2017,2017,15845,16478,Chlorocebus pygerythrus
Mammalia,KU682695,1-Apr-2017,2017,15846,16443,Chlorocebus djamdjamensis
Mammalia,KU682694,1-Apr-2017,2017,15847,16344,Chlorocebus pygerythrus
Mammalia,KU682693,1-Apr-2017,2017,15848,16322,Chlorocebus cynosuros
Mammalia,KU682692,1-Apr-2017,2017,15849,16388,Chlorocebus aethiops x Chlorocebus pygerythrus
Mammalia,KU682691,1-Apr-2017,2017,15850,16394,Chlorocebus aethiops
Aves,KY260683,3-Apr-2017,2017,15851,16943,Ectopistes migratorius
Aves,KY054997,3-Apr-2017,2017,15852,16784,Gallus gallus
Mammalia,KY364702,4-Apr-2017,2017,15853,16341,Indopacetus pacificus
Aves,KY865420,6-Apr-2017,2017,15854,16785,Numida meleagris
Aves,KT272404,7-Apr-2017,2017,15855,17873,Trochalopteron elliotii
Mammalia,KX712146,10-Apr-2017,2017,15856,16359,Mammuthus sp. Bechan Cave
Mammalia,HQ171089,12-Apr-2017,2017,15857,16973,Lepilemur jamesorum
Mammalia,HQ171087,12-Apr-2017,2017,15858,16909,Lepilemur petteri
Mammalia,HQ171086,12-Apr-2017,2017,15859,17050,Lepilemur microdon
Mammalia,HQ171085,12-Apr-2017,2017,15860,17018,Lepilemur hollandorum
Mammalia,HQ171084,12-Apr-2017,2017,15861,17005,Lepilemur aeeclis
Mammalia,HQ171083,12-Apr-2017,2017,15862,17038,Lepilemur scottorum
Mammalia,HQ171082,12-Apr-2017,2017,15863,16940,Lepilemur edwardsi
Mammalia,HQ171081,12-Apr-2017,2017,15864,16845,Lepilemur jamesorum
Mammalia,HQ171080,12-Apr-2017,2017,15865,16780,Lepilemur tymerlachsoni
Mammalia,HQ171079,12-Apr-2017,2017,15866,16773,Lepilemur sahamalazensis
Mammalia,HQ171078,12-Apr-2017,2017,15867,17016,Lepilemur ruficaudatus
Mammalia,HQ171077,12-Apr-2017,2017,15868,16852,Lepilemur ruficaudatus
Mammalia,HQ171076,12-Apr-2017,2017,15869,17179,Lepilemur ahmansonorum
Mammalia,HQ171075,12-Apr-2017,2017,15870,16943,Lepilemur wrightae
Mammalia,HQ171074,12-Apr-2017,2017,15871,16771,Lepilemur seali
Mammalia,HQ171073,12-Apr-2017,2017,15872,16941,Lepilemur aeeclis
Mammalia,HQ171072,12-Apr-2017,2017,15873,17052,Lepilemur grewcockorum
Mammalia,HQ171071,12-Apr-2017,2017,15874,17023,Lepilemur leucopus
Mammalia,HQ171070,12-Apr-2017,2017,15875,17101,Lepilemur dorsalis
Mammalia,HQ171069,12-Apr-2017,2017,15876,17102,Lepilemur mittermeieri
Mammalia,HQ171068,12-Apr-2017,2017,15877,17077,Lepilemur mittermeieri
Mammalia,HQ171067,12-Apr-2017,2017,15878,16935,Lepilemur septentrionalis
Mammalia,HQ171066,12-Apr-2017,2017,15879,16916,Lepilemur betsileo
Mammalia,HQ171065,12-Apr-2017,2017,15880,17057,Lepilemur milanoii
Mammalia,HQ171064,12-Apr-2017,2017,15881,16769,Lepilemur otto
Mammalia,HQ171063,12-Apr-2017,2017,15882,16789,Lepilemur petteri
Mammalia,HQ171062,12-Apr-2017,2017,15883,17132,Lepilemur randrianasoloi
Mammalia,HQ171061,12-Apr-2017,2017,15884,16993,Lepilemur randrianasoloi
Mammalia,HQ171060,12-Apr-2017,2017,15885,17078,Lepilemur dorsalis
Mammalia,HQ171059,12-Apr-2017,2017,15886,16923,Lepilemur edwardsi
Mammalia,HQ171058,12-Apr-2017,2017,15887,16753,Lepilemur leucopus
Mammalia,HQ171057,12-Apr-2017,2017,15888,16879,Lepilemur fleuretae
Mammalia,HQ171056,12-Apr-2017,2017,15889,17157,Lepilemur ankaranensis
Osteichthyes,KY682080,12-Apr-2017,2017,15890,16514,Diodon liturosus
Osteichthyes,KY677758,12-Apr-2017,2017,15891,16512,Diodon hystrix
Amphibia,KX757918,17-Apr-2017,2017,15892,16381,Batrachuperus pinchonii
Aves,NC_034353,17-Apr-2017,2017,15893,17869,Garrulax formosus
Aves,NC_034316,17-Apr-2017,2017,15894,16767,Sarothrura ayresi
Aves,NC_034296,17-Apr-2017,2017,15895,17392,Glaucidium cuculoides
Aves,NC_034278,17-Apr-2017,2017,15896,16858,Campephilus imperialis
Mammalia,NC_034330,17-Apr-2017,2017,15897,16027,Mustela itatsi
Mammalia,NC_034314,17-Apr-2017,2017,15898,16389,Meriones tamariscinus
Mammalia,NC_034306,17-Apr-2017,2017,15899,16899,Rhinolophus thomasi
Mammalia,NC_034348,17-Apr-2017,2017,15900,16341,Indopacetus pacificus
Mammalia,NC_034313,17-Apr-2017,2017,15901,16341,Dicrostonyx groenlandicus
